厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
36,2020,3,林肯,36,1359,林肯MKZ,484,4,20230112
530,2020,3,瑞风汽车,530,1994,瑞风M3,1222,4,20230112
227,2020,3,观致,227,2329,观致5,1618,4,20230112
292,2020,3,蔚来汽车,292,3338,蔚来ES6,1504,4,20230112
269,2020,3,东风英菲尼迪,269,2149,英菲尼迪QX50,906,4,20230112
344,2020,3,理想汽车,344,3274,理想ONE,1475,4,20230112
232,2020,3,特斯拉,232,1862,特斯拉Model X,650,4,20230112
134,2020,3,东风标致,134,1417,标致4008,442,4,20230112
270,2020,3,奇瑞捷豹路虎,270,2083,揽胜极光,708,4,20230112
143,2020,3,长安铃木,143,1983,启悦,1196,4,20230112
35,2020,3,沃尔沃（进口）,35,238,沃尔沃XC90,976,4,20230112
200,2020,3,东风小康,200,804,小康K01,964,4,20230112
44,2020,3,斯巴鲁,44,229,森林人,768,4,20230112
285,2020,3,奇瑞捷豹,285,2953,捷豹XEL,679,4,20230112
320,2020,3,小鹏汽车,320,2983,小鹏汽车G3,1094,4,20230112
204,2020,3,福建奔驰,204,2597,奔驰V级,602,4,20230112
300,2020,3,威马,300,2976,威马EX5,975,4,20230112
211,2020,3,北京越野,211,905,北京BJ40,831,4,20230112
53,2020,3,东南,53,3581,东南DX5,340,4,20230112
20,2020,3,三菱（进口）,20,509,帕杰罗（进口）,902,5,20230112
57,2020,3,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,657,5,20230112
50,2020,3,北汽昌河,50,2941,昌河Q7,422,5,20230112
283,2020,3,广汽讴歌,283,2541,讴歌CDX,411,5,20230112
357,2020,3,星途,357,3141,星途TX,429,5,20230112
385,2020,3,长安林肯,385,3591,冒险家,715,5,20230112
202,2020,3,AMG,202,2065,AMG GT,182,5,20230112
264,2020,3,凯翼,264,2374,凯翼X3,368,5,20230112
274,2020,3,宝沃,274,2463,宝沃BX5,466,5,20230112
63,2020,3,日产（进口）,63,277,途乐,627,5,20230112
290,2020,3,SWM斯威汽车,290,3651,SWM斯威G05,415,5,20230112
338,2020,3,合众汽车,338,3204,哪吒N01,606,5,20230112
79,2020,3,中华,79,2168,中华V3,376,5,20230112
331,2020,3,广汽丰田,331,3580,广汽丰田iA5,608,5,20230112
91,2020,3,Jeep,91,502,牧马人,470,5,20230112
399,2020,3,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,523,5,20230112
259,2020,3,北汽新能源,259,3411,北汽新能源EC5,278,5,20230112
398,2020,3,中国重汽VGV,398,3802,VGV U70,444,5,20230112
277,2020,3,东风雷诺,277,2534,科雷傲,127,5,20230112
70,2020,3,捷豹,70,1798,捷豹F-PACE,341,5,20230112
214,2020,3,海马汽车,214,3091,海马8S,339,6,20230112
307,2020,3,长安跨越,307,2871,长安V3,369,6,20230112
280,2020,3,汉腾汽车,280,2693,汉腾X5,93,6,20230112
169,2020,3,众泰,169,2240,众泰E200,52,6,20230112
97,2020,3,英菲尼迪(进口),97,1787,QX60（进口）,104,6,20230112
64,2020,3,宾利,64,1402,添越,136,6,20230112
25,2020,3,福特（进口）,25,657,Mustang,193,6,20230112
80,2020,3,猎豹汽车,80,2544,猎豹CS9,100,6,20230112
235,2020,3,宝马M,235,1824,宝马M2,86,6,20230112
203,2020,3,野马汽车,203,3382,博骏,196,6,20230112
373,2020,3,几何汽车,373,3362,几何A,222,6,20230112
59,2020,3,玛莎拉蒂,59,1182,Levante,142,6,20230112
225,2020,3,腾势,225,3628,腾势X PHEV,179,6,20230112
185,2020,3,一汽吉林,185,3513,森雅R9,97,6,20230112
289,2020,3,驭胜,289,865,驭胜S350,132,6,20230112
312,2020,3,君马汽车,312,2931,君马MEET3（美图3）,88,6,20230112
262,2020,3,江西五十铃,262,2119,五十铃mu-X牧游侠,115,6,20230112
42,2020,3,阿尔法-罗密欧,42,2654,Giulia,77,6,20230112
342,2020,3,大乘汽车,342,3236,大乘G60s,82,6,20230112
87,2020,3,陆风汽车,87,3398,陆风荣曜,95,6,20230112
335,2020,3,零跑汽车,335,3190,零跑S01,94,7,20230112
100,2020,3,郑州日产,100,764,NV200,92,7,20230112
210,2020,3,广汽本田,210,3240,广汽本田VE-1,92,7,20230112
295,2020,3,江铃集团新能源,295,3096,易至EX5,39,7,20230112
395,2020,3,东风本田,395,3493,东风本田X-NV,83,7,20230112
369,2020,3,北汽新能源,369,2928,LITE,80,7,20230112
367,2020,3,国机智骏,367,3465,国机智骏GX5,50,7,20230112
9,2020,3,克莱斯勒（进口）,9,2732,Pacifica,33,7,20230112
110,2020,3,北汽制造,110,1253,勇士,33,7,20230112
217,2020,3,DS汽车,217,3061,DS 7,39,7,20230112
258,2020,3,潍柴英致汽车,258,2298,英致737,48,7,20230112
41,2020,3,劳斯莱斯,41,2447,库里南,32,7,20230112
332,2020,3,云雀汽车,332,3153,全界Q1,53,7,20230112
163,2020,3,昌河铃木,163,44,北斗星,23,7,20230112
193,2020,3,开瑞汽车,193,2669,开瑞K60,31,7,20230112
108,2020,3,道奇（进口）,108,2035,Challenger,44,7,20230112
186,2020,3,福田汽车,186,2202,萨瓦纳,12,7,20230112
88,2020,3,一汽海马,88,2390,福美来七座版,27,7,20230112
162,2020,3,天津一汽,162,3093,骏派D80,32,7,20230112
309,2020,3,瑞驰新能源,309,3922,瑞驰S513,30,7,20230112
278,2020,3,东风汽车,278,3222,俊风E11K,26,8,20230112
234,2020,3,Audi Sport,234,1398,奥迪RS 4,10,8,20230112
326,2020,3,爱驰,326,3101,爱驰U5,27,8,20230112
29,2020,3,阿斯顿·马丁,29,2260,DB11,14,8,20230112
434,2020,3,睿蓝汽车,434,4015,枫叶30X,24,8,20230112
229,2020,3,迈凯伦,229,3572,迈凯伦GT,9,8,20230112
149,2020,3,福迪,149,2078,揽福,22,8,20230112
271,2020,3,华颂,271,2108,华颂7,20,8,20230112
106,2020,3,华泰汽车,106,1956,圣达菲,8,8,20230112
215,2020,3,东风裕隆,215,1749,优6 SUV,9,8,20230112
66,2020,3,兰博基尼,66,1864,Huracan,11,8,20230112
228,2020,3,东风·郑州日产,228,1087,帅客EV,18,8,20230112
376,2020,3,雷丁,376,3543,雷丁i3,18,8,20230112
170,2020,3,力帆汽车,170,2488,迈威,8,8,20230112
82,2020,3,华晨雷诺,82,3286,观境,9,8,20230112
390,2020,3,汉龙汽车,390,3664,旷世,16,8,20230112
216,2020,3,北汽威旺,216,2664,北汽威旺M50F,13,8,20230112
329,2020,3,江淮大众,329,3129,思皓E20X,15,8,20230112
18,2020,3,铃木（进口）,18,326,吉姆尼,10,8,20230112
322,2020,3,长江,322,2985,逸酷,13,8,20230112
156,2020,3,smart(进口),156,377,smart fortwo,13,9,20230112
328,2020,3,新特汽车,328,3110,SITECH DEV 1,12,9,20230112
315,2020,3,领途汽车,315,2973,领途E行,12,9,20230112
339,2020,3,广汽三菱,339,3253,祺智EV,8,9,20230112
303,2020,3,云度,303,2849,云度π1,5,9,20230112
455,2020,3,速达,455,4165,速达SA01,9,9,20230112
249,2020,3,北汽幻速,249,2618,北汽幻速S3L,3,9,20230112
241,2020,3,之诺,241,2796,之诺60H混动,7,9,20230112
439,2020,3,吉麦新能源,439,4040,凌宝BOX,5,9,20230112
408,2020,3,野马新能源,408,3293,野马EC60,5,9,20230112
372,2020,3,银隆新能源,372,3517,银隆艾菲,5,9,20230112
437,2020,3,开沃汽车,437,4035,开沃D07,5,9,20230112
432,2020,3,大运汽车,432,4012,悦虎,4,9,20230112
16,2020,3,凯迪拉克（进口）,16,210,凯雷德,4,9,20230112
355,2020,3,广汽本田,355,3330,世锐混动,3,9,20230112
246,2020,3,福汽新龙马,246,2385,启腾V60,3,9,20230112
275,2020,3,知豆,275,2950,知豆D3,1,9,20230112
316,2020,3,国金汽车,316,2977,国金GM3,2,9,20230112
218,2020,3,GMC,218,1168,SAVANA,1,9,20230112
337,2020,3,金康赛力斯,337,3202,赛力斯SF5,2,9,20230112
40,2020,4,上汽大众,40,549,朗逸,26712,1,20230112
30,2020,4,一汽-大众,30,573,宝来,21357,1,20230112
94,2020,4,东风日产,94,428,轩逸,32063,1,20230112
198,2020,4,吉利汽车,198,2325,吉利博越,11890,1,20230112
76,2020,4,一汽丰田,76,492,卡罗拉,28406,1,20230112
175,2020,4,广汽丰田,175,1972,雷凌,19392,1,20230112
58,2020,4,上汽通用别克,58,814,英朗,15969,1,20230112
75,2020,4,广汽本田,75,86,雅阁,16956,1,20230112
69,2020,4,一汽-大众奥迪,69,10,奥迪A6L,13681,1,20230112
135,2020,4,东风本田,135,145,CR-V,15991,1,20230112
120,2020,4,华晨宝马,120,119,宝马3系,12673,1,20230112
164,2020,4,北京奔驰,164,539,奔驰C级,13421,1,20230112
55,2020,4,长安,55,3392,长安CS75 PLUS,11539,1,20230112
230,2020,4,长城汽车,230,776,哈弗H6,17087,1,20230112
127,2020,4,上汽通用五菱,127,841,五菱宏光,16101,1,20230112
101,2020,4,北京现代,101,2343,领动,6920,1,20230112
406,2020,4,上汽通用五菱,406,2641,宝骏510,5540,1,20230112
24,2020,4,雷克萨斯,24,425,雷克萨斯ES,11475,1,20230112
89,2020,4,比亚迪,89,3449,比亚迪宋Pro,5986,1,20230112
182,2020,4,上汽集团,182,3248,荣威i5,6464,1,20230112
153,2020,4,上海通用雪佛兰,153,3322,科鲁泽,8198,2,20230112
189,2020,4,长安马自达,189,1847,昂克赛拉,6748,2,20230112
144,2020,4,长安福特,144,3417,锐际,3948,2,20230112
206,2020,4,广汽乘用车,206,2136,传祺GS4,7427,2,20230112
74,2020,4,奇瑞,74,3074,瑞虎8,5443,2,20230112
157,2020,4,上汽通用凯迪拉克,157,2487,XT5,5147,2,20230112
54,2020,4,起亚,54,859,智跑,4051,2,20230112
1,2020,4,宝马（进口）,1,411,宝马X5（进口）,4273,2,20230112
244,2020,4,沃尔沃亚太,244,2079,沃尔沃XC60,6502,2,20230112
183,2020,4,上汽大众斯柯达,183,457,明锐,3160,2,20230112
354,2020,4,一汽-大众捷达,354,3386,捷达VS5,5990,2,20230112
296,2020,4,领克,296,2863,领克03,5571,2,20230112
8,2020,4,奔驰（进口）,8,2180,奔驰GLE级,4083,2,20230112
7,2020,4,红旗,7,3442,红旗HS5,5899,2,20230112
223,2020,4,长安汽车,223,3450,长安欧尚X7,5730,2,20230112
68,2020,4,保时捷,68,372,卡宴,3157,2,20230112
22,2020,4,丰田（进口）,22,2255,兰德酷路泽（进口）,2687,2,20230112
279,2020,4,东风小康,279,2453,风光580,3125,2,20230112
61,2020,4,东风风行,61,46,菱智,3813,2,20230112
177,2020,4,一汽奔腾,177,2696,奔腾X40,2450,2,20230112
226,2020,4,广汽三菱,226,2624,欧蓝德,4612,3,20230112
184,2020,4,上汽名爵,184,660,名爵6,2691,3,20230112
231,2020,4,北京汽车,231,3641,北京EU5,1613,3,20230112
327,2020,4,奇瑞汽车,327,3102,捷途X70,2552,3,20230112
207,2020,4,东风日产启辰,207,2888,启辰D60,2921,3,20230112
302,2020,4,长城汽车,302,2708,魏牌VV5,1963,3,20230112
194,2020,4,东风风神,194,3429,奕炫,2414,3,20230112
90,2020,4,江淮汽车,90,3629,嘉悦A5,2466,3,20230112
388,2020,4,特斯拉中国,388,3654,Model 3,4153,3,20230112
308,2020,4,长安凯程,308,1282,欧诺S,1898,3,20230112
318,2020,4,埃安,318,3297,AION S,3222,3,20230112
276,2020,4,广汽菲亚特克莱斯勒,276,2706,指南者,1598,3,20230112
2,2020,4,奥迪（进口）,2,237,奥迪A8,1095,3,20230112
93,2020,4,MINI,93,403,MINI,2014,3,20230112
219,2020,4,上汽大通MAXUS,219,3317,上汽MAXUS G50,1396,3,20230112
292,2020,4,蔚来汽车,292,3338,蔚来ES6,2886,3,20230112
65,2020,4,路虎（进口）,65,216,揽胜,1087,3,20230112
344,2020,4,理想汽车,344,3274,理想ONE,2793,3,20230112
4,2020,4,大众（进口）,4,356,途锐,1703,3,20230112
134,2020,4,东风标致,134,721,标致408,957,3,20230112
358,2020,4,奇瑞新能源,358,2645,小蚂蚁,2381,4,20230112
286,2020,4,华晨鑫源,286,1785,金杯小海狮X30,2154,4,20230112
253,2020,4,江铃福特,253,3328,领界,2206,4,20230112
36,2020,4,林肯,36,3106,林肯航海家,736,4,20230112
35,2020,4,沃尔沃（进口）,35,238,沃尔沃XC90,1641,4,20230112
270,2020,4,奇瑞捷豹路虎,270,3909,发现运动版,1088,4,20230112
340,2020,4,长城汽车,340,3346,欧拉黑猫,1938,4,20230112
204,2020,4,福建奔驰,204,2597,奔驰V级,1070,4,20230112
269,2020,4,东风英菲尼迪,269,2149,英菲尼迪QX50,1221,4,20230112
143,2020,4,长安铃木,143,1983,启悦,1760,4,20230112
44,2020,4,斯巴鲁,44,229,森林人,1209,4,20230112
530,2020,4,瑞风汽车,530,1994,瑞风M3,1168,4,20230112
211,2020,4,北京越野,211,905,北京BJ40,1401,4,20230112
285,2020,4,奇瑞捷豹,285,2953,捷豹XEL,1020,4,20230112
385,2020,4,长安林肯,385,3591,冒险家,1572,4,20230112
57,2020,4,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,982,4,20230112
200,2020,4,东风小康,200,804,小康K01,1103,4,20230112
20,2020,4,三菱（进口）,20,509,帕杰罗（进口）,1332,4,20230112
320,2020,4,小鹏汽车,320,2983,小鹏汽车G3,1234,4,20230112
53,2020,4,东南,53,3581,东南DX5,456,4,20230112
283,2020,4,广汽讴歌,283,3149,讴歌RDX,584,5,20230112
300,2020,4,威马,300,2976,威马EX5,943,5,20230112
259,2020,4,北汽新能源,259,2337,北汽新能源EU,454,5,20230112
202,2020,4,AMG,202,2065,AMG GT,231,5,20230112
357,2020,4,星途,357,3141,星途TX,570,5,20230112
91,2020,4,Jeep,91,502,牧马人,753,5,20230112
338,2020,4,合众汽车,338,3204,哪吒N01,648,5,20230112
63,2020,4,日产（进口）,63,277,途乐,853,5,20230112
399,2020,4,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,860,5,20230112
264,2020,4,凯翼,264,2374,凯翼X3,409,5,20230112
277,2020,4,东风雷诺,277,2367,科雷嘉,285,5,20230112
50,2020,4,北汽昌河,50,2941,昌河Q7,382,5,20230112
79,2020,4,中华,79,2168,中华V3,349,5,20230112
274,2020,4,宝沃,274,2463,宝沃BX5,544,5,20230112
290,2020,4,SWM斯威汽车,290,3651,SWM斯威G05,388,5,20230112
398,2020,4,中国重汽VGV,398,3802,VGV U70,647,5,20230112
331,2020,4,广汽丰田,331,3580,广汽丰田iA5,624,5,20230112
70,2020,4,捷豹,70,1798,捷豹F-PACE,461,5,20230112
232,2020,4,特斯拉,232,1862,特斯拉Model X,308,5,20230112
214,2020,4,海马汽车,214,3091,海马8S,435,5,20230112
307,2020,4,长安跨越,307,2871,长安V3,455,6,20230112
169,2020,4,众泰,169,2240,众泰E200,93,6,20230112
97,2020,4,英菲尼迪(进口),97,1787,QX60（进口）,141,6,20230112
25,2020,4,福特（进口）,25,657,Mustang,269,6,20230112
59,2020,4,玛莎拉蒂,59,1182,Levante,221,6,20230112
227,2020,4,观致,227,2329,观致5,335,6,20230112
203,2020,4,野马汽车,203,3382,博骏,284,6,20230112
64,2020,4,宾利,64,1402,添越,134,6,20230112
373,2020,4,几何汽车,373,3362,几何A,293,6,20230112
225,2020,4,腾势,225,3628,腾势X PHEV,249,6,20230112
235,2020,4,宝马M,235,1824,宝马M2,87,6,20230112
110,2020,4,北汽制造,110,27,战旗,166,6,20230112
210,2020,4,广汽本田,210,3240,广汽本田VE-1,263,6,20230112
80,2020,4,猎豹汽车,80,2544,猎豹CS9,109,6,20230112
278,2020,4,东风汽车,278,3222,俊风E11K,226,6,20230112
163,2020,4,昌河铃木,163,1656,北斗星X5,194,6,20230112
280,2020,4,汉腾汽车,280,2693,汉腾X5,108,6,20230112
289,2020,4,驭胜,289,865,驭胜S350,174,6,20230112
369,2020,4,北汽新能源,369,2928,LITE,166,6,20230112
42,2020,4,阿尔法-罗密欧,42,2654,Giulia,112,6,20230112
395,2020,4,东风本田,395,3493,东风本田X-NV,157,7,20230112
367,2020,4,国机智骏,367,3465,国机智骏GX5,100,7,20230112
275,2020,4,知豆,275,2278,知豆D2,145,7,20230112
332,2020,4,云雀汽车,332,3153,全界Q1,141,7,20230112
262,2020,4,江西五十铃,262,2119,五十铃mu-X牧游侠,127,7,20230112
312,2020,4,君马汽车,312,3191,君马SEEK 5（赛克5）,73,7,20230112
335,2020,4,零跑汽车,335,3190,零跑S01,124,7,20230112
100,2020,4,郑州日产,100,764,NV200,104,7,20230112
342,2020,4,大乘汽车,342,3236,大乘G60s,73,7,20230112
41,2020,4,劳斯莱斯,41,2447,库里南,57,7,20230112
88,2020,4,一汽海马,88,2390,福美来七座版,50,7,20230112
108,2020,4,道奇（进口）,108,2035,Challenger,81,7,20230112
295,2020,4,江铃集团新能源,295,3358,易至EV3,48,7,20230112
87,2020,4,陆风汽车,87,3398,陆风荣曜,71,7,20230112
186,2020,4,福田汽车,186,2202,萨瓦纳,21,7,20230112
193,2020,4,开瑞汽车,193,2669,开瑞K60,46,7,20230112
258,2020,4,潍柴英致汽车,258,2298,英致737,51,7,20230112
337,2020,4,金康赛力斯,337,3202,赛力斯SF5,58,7,20230112
455,2020,4,速达,455,4165,速达SA01,51,7,20230112
309,2020,4,瑞驰新能源,309,3922,瑞驰S513,51,7,20230112
217,2020,4,DS汽车,217,3061,DS 7,23,8,20230112
271,2020,4,华颂,271,2108,华颂7,47,8,20230112
326,2020,4,爱驰,326,3101,爱驰U5,43,8,20230112
29,2020,4,阿斯顿·马丁,29,2260,DB11,31,8,20230112
229,2020,4,迈凯伦,229,3572,迈凯伦GT,17,8,20230112
106,2020,4,华泰汽车,106,1956,圣达菲,24,8,20230112
390,2020,4,汉龙汽车,390,3664,旷世,36,8,20230112
9,2020,4,克莱斯勒（进口）,9,3082,大捷龙混动,26,8,20230112
234,2020,4,Audi Sport,234,1398,奥迪RS 4,15,8,20230112
376,2020,4,雷丁,376,3543,雷丁i3,20,8,20230112
66,2020,4,兰博基尼,66,1864,Huracan,14,8,20230112
18,2020,4,铃木（进口）,18,326,吉姆尼,21,8,20230112
149,2020,4,福迪,149,2078,揽福,25,8,20230112
329,2020,4,江淮大众,329,3129,思皓E20X,23,8,20230112
216,2020,4,北汽威旺,216,2664,北汽威旺M50F,20,8,20230112
185,2020,4,一汽吉林,185,3912,森雅R8,17,8,20230112
328,2020,4,新特汽车,328,3110,SITECH DEV 1,20,8,20230112
215,2020,4,东风裕隆,215,1749,优6 SUV,8,8,20230112
303,2020,4,云度,303,2848,云度π3,14,8,20230112
339,2020,4,广汽三菱,339,3253,祺智EV,12,8,20230112
162,2020,4,天津一汽,162,3093,骏派D80,12,9,20230112
432,2020,4,大运汽车,432,4012,悦虎,14,9,20230112
434,2020,4,睿蓝汽车,434,4015,枫叶30X,14,9,20230112
315,2020,4,领途汽车,315,2973,领途E行,12,9,20230112
82,2020,4,华晨雷诺,82,2762,金杯F50,10,9,20230112
201,2020,4,九龙汽车,201,2039,艾菲,12,9,20230112
241,2020,4,之诺,241,2796,之诺60H混动,11,9,20230112
16,2020,4,凯迪拉克（进口）,16,210,凯雷德,9,9,20230112
218,2020,4,GMC,218,1168,SAVANA,9,9,20230112
403,2020,4,SRM鑫源新能源,403,3845,海狮EV,8,9,20230112
170,2020,4,力帆汽车,170,2488,迈威,5,9,20230112
437,2020,4,开沃汽车,437,4035,开沃D07,7,9,20230112
439,2020,4,吉麦新能源,439,4040,凌宝BOX,6,9,20230112
355,2020,4,广汽本田,355,3330,世锐混动,6,9,20230112
154,2020,4,路特斯,154,1158,路特斯Evora,6,9,20230112
156,2020,4,smart(进口),156,377,smart fortwo,5,9,20230112
249,2020,4,北汽幻速,249,2315,幻速S6,1,9,20230112
43,2020,4,雷诺,43,1322,雷诺卡缤,4,9,20230112
37,2020,4,法拉利,37,2964,Portofino,2,9,20230112
31,2020,4,马自达（进口）,31,1774,马自达CX-3,3,9,20230112
40,2020,5,上汽大众,40,549,朗逸,31294,1,20230112
30,2020,5,一汽-大众,30,573,宝来,23533,1,20230112
94,2020,5,东风日产,94,428,轩逸,43922,1,20230112
198,2020,5,吉利汽车,198,2325,吉利博越,14169,1,20230112
76,2020,5,一汽丰田,76,492,卡罗拉,32964,1,20230112
175,2020,5,广汽丰田,175,1972,雷凌,20829,1,20230112
135,2020,5,东风本田,135,395,思域,18974,1,20230112
58,2020,5,上汽通用别克,58,814,英朗,18660,1,20230112
75,2020,5,广汽本田,75,86,雅阁,16864,1,20230112
164,2020,5,北京奔驰,164,2326,奔驰GLC级,15520,1,20230112
69,2020,5,一汽-大众奥迪,69,10,奥迪A6L,15269,1,20230112
120,2020,5,华晨宝马,120,119,宝马3系,14198,1,20230112
55,2020,5,长安,55,3392,长安CS75 PLUS,14425,1,20230112
230,2020,5,长城汽车,230,776,哈弗H6,19109,1,20230112
101,2020,5,北京现代,101,2343,领动,7780,1,20230112
127,2020,5,上汽通用五菱,127,841,五菱宏光,15766,1,20230112
406,2020,5,上汽通用五菱,406,2641,宝骏510,6476,1,20230112
89,2020,5,比亚迪,89,3449,比亚迪宋Pro,8622,1,20230112
182,2020,5,上汽集团,182,3248,荣威i5,8782,1,20230112
153,2020,5,上海通用雪佛兰,153,3322,科鲁泽,10109,1,20230112
189,2020,5,长安马自达,189,1847,昂克赛拉,8017,2,20230112
206,2020,5,广汽乘用车,206,2136,传祺GS4,9757,2,20230112
24,2020,5,雷克萨斯,24,425,雷克萨斯ES,9772,2,20230112
74,2020,5,奇瑞,74,3074,瑞虎8,6495,2,20230112
144,2020,5,长安福特,144,1695,福睿斯,4005,2,20230112
54,2020,5,起亚,54,859,智跑,5129,2,20230112
157,2020,5,上汽通用凯迪拉克,157,2487,XT5,5606,2,20230112
183,2020,5,上汽大众斯柯达,183,3072,柯米克,2885,2,20230112
1,2020,5,宝马（进口）,1,411,宝马X5（进口）,4066,2,20230112
7,2020,5,红旗,7,3442,红旗HS5,8399,2,20230112
296,2020,5,领克,296,2863,领克03,6364,2,20230112
354,2020,5,一汽-大众捷达,354,3386,捷达VS5,6193,2,20230112
244,2020,5,沃尔沃亚太,244,2079,沃尔沃XC60,4813,2,20230112
388,2020,5,特斯拉中国,388,3654,Model 3,11364,2,20230112
8,2020,5,奔驰（进口）,8,2180,奔驰GLE级,3768,2,20230112
223,2020,5,长安汽车,223,3450,长安欧尚X7,5630,2,20230112
68,2020,5,保时捷,68,917,Macan,2943,2,20230112
279,2020,5,东风小康,279,2453,风光580,3510,2,20230112
22,2020,5,丰田（进口）,22,2255,兰德酷路泽（进口）,2569,2,20230112
184,2020,5,上汽名爵,184,2683,名爵ZS,2935,2,20230112
207,2020,5,东风日产启辰,207,2888,启辰D60,3150,3,20230112
61,2020,5,东风风行,61,46,菱智,3668,3,20230112
226,2020,5,广汽三菱,226,2624,欧蓝德,4781,3,20230112
327,2020,5,奇瑞汽车,327,3102,捷途X70,2899,3,20230112
177,2020,5,一汽奔腾,177,2696,奔腾X40,2203,3,20230112
231,2020,5,北京汽车,231,3641,北京EU5,1307,3,20230112
302,2020,5,长城汽车,302,3200,魏牌VV6,2375,3,20230112
2,2020,5,奥迪（进口）,2,553,奥迪A5,1545,3,20230112
194,2020,5,东风风神,194,3429,奕炫,2636,3,20230112
90,2020,5,江淮汽车,90,3629,嘉悦A5,2464,3,20230112
318,2020,5,埃安,318,3297,AION S,3864,3,20230112
308,2020,5,长安凯程,308,1282,欧诺S,1670,3,20230112
292,2020,5,蔚来汽车,292,3338,蔚来ES6,2652,3,20230112
227,2020,5,观致,227,1607,观致3,1808,3,20230112
276,2020,5,广汽菲亚特克莱斯勒,276,2706,指南者,1367,3,20230112
219,2020,5,上汽大通MAXUS,219,3317,上汽MAXUS G50,1396,3,20230112
93,2020,5,MINI,93,403,MINI,1777,3,20230112
134,2020,5,东风标致,134,721,标致408,1134,3,20230112
65,2020,5,路虎（进口）,65,216,揽胜,1019,3,20230112
270,2020,5,奇瑞捷豹路虎,270,3909,发现运动版,1695,3,20230112
340,2020,5,长城汽车,340,3346,欧拉黑猫,2619,4,20230112
286,2020,5,华晨鑫源,286,1785,金杯小海狮X30,2206,4,20230112
4,2020,5,大众（进口）,4,356,途锐,1493,4,20230112
358,2020,5,奇瑞新能源,358,2645,小蚂蚁,2155,4,20230112
36,2020,5,林肯,36,3106,林肯航海家,774,4,20230112
