厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
326,2022,3,爱驰,326,3101,爱驰U5,48,8,20230112
193,2022,3,开瑞汽车,193,2669,开瑞K60,46,8,20230112
29,2022,3,阿斯顿·马丁,29,3559,DBX,27,8,20230112
217,2022,3,DS汽车,217,3720,DS 9,28,8,20230112
478,2022,3,恒润汽车,478,4462,恒润HRS1,28,8,20230112
329,2022,3,江淮大众,329,3129,思皓E20X,21,8,20230112
275,2022,3,知豆,275,2278,知豆D2,14,8,20230112
229,2022,3,迈凯伦,229,3572,迈凯伦GT,9,8,20230112
154,2022,3,路特斯,154,1158,路特斯Evora,7,8,20230112
472,2022,3,东风汽车,472,4345,东风新能源EX1,6,8,20230112
80,2022,3,猎豹汽车,80,3168,猎豹Mattu,2,9,20230112
459,2022,3,摩登汽车,459,4211,Modern in,5,9,20230112
246,2022,3,福汽新龙马,246,2303,启腾EX80,5,9,20230112
108,2022,3,道奇（进口）,108,2035,Challenger,4,9,20230112
50,2022,3,北汽昌河,50,4125,北汽EC100,3,9,20230112
31,2022,3,马自达（进口）,31,610,马自达MX-5,3,9,20230112
169,2022,3,众泰,169,2920,众泰T500,2,9,20230112
20,2022,3,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
455,2022,3,速达,455,4166,速达SD01,2,9,20230112
63,2022,3,日产（进口）,63,277,途乐,2,9,20230112
470,2022,3,松散汽车,470,4325,SS DOLPHIN,1,9,20230112
316,2022,3,国金汽车,316,2977,国金GM3,1,9,20230112
277,2022,3,东风雷诺,277,2534,科雷傲,1,9,20230112
375,2022,3,赛麟,375,3539,迈迈,1,9,20230112
284,2022,3,前途汽车,284,2547,前途K50 EV,1,9,20230112
215,2022,3,东风裕隆,215,1749,优6 SUV,1,9,20230112
408,2022,3,野马新能源,408,3293,野马EC60,1,9,20230112
201,2022,3,九龙汽车,201,2039,艾菲,1,9,20230112
315,2022,3,领途汽车,315,2973,领途E行,1,9,20230112
89,2022,4,比亚迪,89,4213,宋PLUS DM-i,14961,1,20230112
175,2022,4,广汽丰田,175,406,凯美瑞,14629,1,20230112
40,2022,4,上汽大众,40,549,朗逸,14946,1,20230112
127,2022,4,上汽通用五菱,127,4030,宏光MINIEV,25273,1,20230112
30,2022,4,一汽-大众,30,410,速腾,10973,1,20230112
75,2022,4,广汽本田,75,86,雅阁,11297,1,20230112
55,2022,4,长安,55,3392,长安CS75 PLUS,7893,1,20230112
94,2022,4,东风日产,94,428,轩逸,17067,1,20230112
135,2022,4,东风本田,135,145,CR-V,14520,1,20230112
76,2022,4,一汽丰田,76,492,卡罗拉,11580,1,20230112
198,2022,4,吉利汽车,198,2017,吉利帝豪,7630,1,20230112
164,2022,4,北京奔驰,164,539,奔驰C级,10470,1,20230112
120,2022,4,华晨宝马,120,168,宝马5系,9037,1,20230112
58,2022,4,上汽通用别克,58,154,别克GL8,5999,1,20230112
69,2022,4,一汽-大众奥迪,69,9,奥迪A4L,6247,1,20230112
230,2022,4,长城汽车,230,776,哈弗H6,9315,1,20230112
206,2022,4,广汽乘用车,206,2380,传祺M8,3655,1,20230112
318,2022,4,埃安,318,4265,AION Y,6058,1,20230112
358,2022,4,奇瑞新能源,358,2645,小蚂蚁,6473,1,20230112
7,2022,4,红旗,7,3442,红旗HS5,5750,1,20230112
74,2022,4,奇瑞,74,3074,瑞虎8,2457,2,20230112
24,2022,4,雷克萨斯,24,425,雷克萨斯ES,5515,2,20230112
101,2022,4,北京现代,101,25,伊兰特,3318,2,20230112
182,2022,4,上汽集团,182,3248,荣威i5,3472,2,20230112
153,2022,4,上海通用雪佛兰,153,3322,科鲁泽,4746,2,20230112
338,2022,4,合众汽车,338,4130,哪吒V ,5124,2,20230112
296,2022,4,领克,296,2863,领克03,2578,2,20230112
320,2022,4,小鹏汽车,320,3418,小鹏汽车P7,3624,2,20230112
144,2022,4,长安福特,144,677,蒙迪欧,2520,2,20230112
335,2022,4,零跑汽车,335,3892,零跑T03,5987,2,20230112
157,2022,4,上汽通用凯迪拉克,157,3594,CT5,2598,2,20230112
223,2022,4,长安汽车,223,4060,长安欧尚X5,4941,2,20230112
8,2022,4,奔驰（进口）,8,2180,奔驰GLE级,2561,2,20230112
194,2022,4,东风风神,194,2935,风神E70,3269,2,20230112
354,2022,4,一汽-大众捷达,354,3385,捷达VA3,3222,2,20230112
475,2022,4,长城汽车,475,4119,坦克300,6834,2,20230112
244,2022,4,沃尔沃亚太,244,2079,沃尔沃XC60,2686,2,20230112
1,2022,4,宝马（进口）,1,411,宝马X5（进口）,1015,2,20230112
68,2022,4,保时捷,68,372,卡宴,1975,2,20230112
207,2022,4,东风日产启辰,207,3425,启辰D60 EV,2774,2,20230112
189,2022,4,长安马自达,189,1847,昂克赛拉,3290,3,20230112
54,2022,4,起亚,54,643,福瑞迪,1754,3,20230112
61,2022,4,东风风行,61,2518,风行S50EV,1911,3,20230112
292,2022,4,蔚来汽车,292,3338,蔚来ES6,2051,3,20230112
231,2022,4,北京汽车,231,4429,北京EU5 PLUS,1884,3,20230112
184,2022,4,上汽名爵,184,981,名爵5,2655,3,20230112
340,2022,4,长城汽车,340,4122,欧拉好猫,1954,3,20230112
344,2022,4,理想汽车,344,3274,理想ONE,4206,3,20230112
327,2022,4,奇瑞汽车,327,4218,捷途X70 PLUS,2626,3,20230112
385,2022,4,长安林肯,385,3591,冒险家,2172,3,20230112
373,2022,4,几何汽车,373,3362,几何A,1867,3,20230112
458,2022,4,江汽集团,458,4263,花仙子,2529,3,20230112
279,2022,4,东风小康,279,4208,风光500,794,3,20230112
300,2022,4,威马,300,4451,威马E.5,2105,3,20230112
406,2022,4,上汽通用五菱,406,4482,宝骏KiWi EV,1912,3,20230112
511,2022,4,金康赛力斯,511,4599,问界M5,2953,3,20230112
65,2022,4,路虎（进口）,65,213,卫士,927,3,20230112
2,2022,4,奥迪（进口）,2,237,奥迪A8,661,3,20230112
308,2022,4,长安凯程,308,3524,睿行M60,842,3,20230112
302,2022,4,长城汽车,302,4428,拿铁DHT,1085,3,20230112
183,2022,4,上汽大众斯柯达,183,1573,昕锐,568,4,20230112
473,2022,4,极氪,473,4373,ZEEKR 001,2159,4,20230112
253,2022,4,江铃福特,253,4657,领睿,1032,4,20230112
472,2022,4,东风汽车,472,4345,东风新能源EX1,2026,4,20230112
93,2022,4,MINI,93,403,MINI,1142,4,20230112
177,2022,4,一汽奔腾,177,4285,奔腾NAT,782,4,20230112
388,2022,4,特斯拉中国,388,4281,Model Y,1143,4,20230112
204,2022,4,福建奔驰,204,828,奔驰威霆,844,4,20230112
57,2022,4,东风雪铁龙,57,4395,凡尔赛C5 X,1033,4,20230112
226,2022,4,广汽三菱,226,2624,欧蓝德,1429,4,20230112
270,2022,4,奇瑞捷豹路虎,270,2083,揽胜极光,733,4,20230112
22,2022,4,丰田（进口）,22,862,埃尔法,1302,4,20230112
219,2022,4,上汽大通MAXUS,219,3317,上汽MAXUS G50,898,4,20230112
134,2022,4,东风标致,134,1417,标致4008,403,4,20230112
286,2022,4,华晨鑫源,286,1785,金杯小海狮X30,1355,4,20230112
434,2022,4,睿蓝汽车,434,4844,枫叶60s,1184,4,20230112
439,2022,4,吉麦新能源,439,4040,凌宝BOX,1228,4,20230112
35,2022,4,沃尔沃（进口）,35,238,沃尔沃XC90,940,4,20230112
211,2022,4,北京越野,211,905,北京BJ40,1080,4,20230112
143,2022,4,长安铃木,143,1983,启悦,1159,4,20230112
285,2022,4,奇瑞捷豹,285,2953,捷豹XEL,626,5,20230112
450,2022,4,岚图汽车,450,4236,岚图FREE,1064,5,20230112
202,2022,4,AMG,202,1602,AMG G,247,5,20230112
384,2022,4,合创,384,4427,合创Z03,1010,5,20230112
357,2022,4,星途,357,4219,星途凌云,419,5,20230112
530,2022,4,瑞风汽车,530,1994,瑞风M3,699,5,20230112
311,2022,4,北汽新能源,311,4129,ARCFOX αS,505,5,20230112
467,2022,4,御捷新能源,467,4351,朋克多多,738,5,20230112
200,2022,4,东风小康,200,2883,小康EC36,404,5,20230112
461,2022,4,上汽集团,461,4104,飞凡ER6,672,5,20230112
399,2022,4,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,731,5,20230112
264,2022,4,凯翼,264,3899,炫界,353,5,20230112
44,2022,4,斯巴鲁,44,229,森林人,333,5,20230112
4,2022,4,大众（进口）,4,356,途锐,541,5,20230112
395,2022,4,东风本田,395,4183,东风本田M-NV,689,5,20230112
91,2022,4,Jeep,91,502,牧马人,466,5,20230112
376,2022,4,雷丁,376,4324,雷丁芒果,571,5,20230112
347,2022,4,神龙汽车,347,4138,e爱丽舍,295,5,20230112
474,2022,4,小虎汽车,474,4375,小虎FEV,432,5,20230112
269,2022,4,东风英菲尼迪,269,2149,英菲尼迪QX50,270,5,20230112
432,2022,4,大运汽车,432,4012,悦虎,287,6,20230112
487,2022,4,电动屋,487,4512,YOUNG光小新,421,6,20230112
276,2022,4,广汽菲亚特克莱斯勒,276,2988,大指挥官,247,6,20230112
447,2022,4,创维汽车,447,4440,创维汽车ET5,400,6,20230112
295,2022,4,江铃集团新能源,295,3358,易至EV3,386,6,20230112
491,2022,4,领途汽车,491,4613,百智大熊,371,6,20230112
381,2022,4,华人运通,381,3608,高合HiPhi X,316,6,20230112
348,2022,4,天际汽车,348,4346,天际ME5,283,6,20230112
465,2022,4,雷诺 江铃集团,465,4291,羿,268,6,20230112
403,2022,4,SRM鑫源新能源,403,3845,海狮EV,266,6,20230112
235,2022,4,宝马M,235,1769,宝马M4,102,6,20230112
355,2022,4,广汽本田,355,4246,绎乐,234,6,20230112
398,2022,4,中国重汽VGV,398,3802,VGV U70,194,6,20230112
283,2022,4,广汽讴歌,283,2541,讴歌CDX,122,6,20230112
210,2022,4,广汽本田,210,3240,广汽本田VE-1,191,6,20230112
88,2022,4,一汽海马,88,3142,海马7X,177,6,20230112
59,2022,4,玛莎拉蒂,59,1182,Levante,100,6,20230112
456,2022,4,上汽奥迪,456,4175,奥迪A7L,140,6,20230112
480,2022,4,华晨新日 ,480,4488,华晨新日i03A,136,6,20230112
64,2022,4,宾利,64,1402,添越,81,6,20230112
53,2022,4,东南,53,3581,东南DX5,52,7,20230112
278,2022,4,东风汽车,278,3862,俊风EV30,100,7,20230112
290,2022,4,SWM斯威汽车,290,2605,SWM斯威X7,66,7,20230112
331,2022,4,广汽丰田,331,3580,广汽丰田iA5,126,7,20230112
36,2022,4,林肯,36,257,林肯领航员,126,7,20230112
41,2022,4,劳斯莱斯,41,2447,库里南,58,7,20230112
110,2022,4,北汽制造,110,1252,BJ 212,34,7,20230112
325,2022,4,Polestar,325,3363,Polestar 2,81,7,20230112
234,2022,4,Audi Sport,234,1398,奥迪RS 4,20,7,20230112
90,2022,4,江淮汽车,90,3092,江淮iEVA50,43,7,20230112
25,2022,4,福特（进口）,25,657,Mustang,72,7,20230112
337,2022,4,金康赛力斯,337,3202,赛力斯SF5,67,7,20230112
339,2022,4,广汽三菱,339,4424,阿图柯,65,7,20230112
274,2022,4,宝沃,274,2463,宝沃BX5,32,7,20230112
70,2022,4,捷豹,70,2698,捷豹I-PACE,48,7,20230112
203,2022,4,野马汽车,203,3382,博骏,29,7,20230112
42,2022,4,阿尔法-罗密欧,42,2654,Giulia,34,7,20230112
97,2022,4,英菲尼迪(进口),97,1787,QX60（进口）,44,7,20230112
225,2022,4,腾势,225,3628,腾势X PHEV,43,7,20230112
214,2022,4,海马汽车,214,3091,海马8S,28,7,20230112
66,2022,4,兰博基尼,66,1385,Urus,22,8,20230112
29,2022,4,阿斯顿·马丁,29,3559,DBX,26,8,20230112
193,2022,4,开瑞汽车,193,2669,开瑞K60,32,8,20230112
227,2022,4,观致,227,4039,观致7,33,8,20230112
262,2022,4,江西五十铃,262,2119,五十铃mu-X牧游侠,32,8,20230112
186,2022,4,福田汽车,186,3537,风景G5,32,8,20230112
275,2022,4,知豆,275,2278,知豆D2,30,8,20230112
217,2022,4,DS汽车,217,3720,DS 9,21,8,20230112
478,2022,4,恒润汽车,478,4462,恒润HRS1,28,8,20230112
289,2022,4,驭胜,289,865,驭胜S350,25,8,20230112
45,2022,4,现代（进口）,45,3560,帕里斯帝,22,8,20230112
37,2022,4,法拉利,37,3373,法拉利F8,16,8,20230112
163,2022,4,昌河铃木,163,44,北斗星,18,8,20230112
326,2022,4,爱驰,326,3101,爱驰U5,16,8,20230112
303,2022,4,云度,303,2848,云度π3,8,8,20230112
259,2022,4,北汽新能源,259,2337,北汽新能源EU,14,8,20230112
328,2022,4,新特汽车,328,3110,SITECH DEV 1,11,8,20230112
383,2022,4,捷尼赛思,383,2746,捷尼赛思G80,7,8,20230112
50,2022,4,北汽昌河,50,4125,北汽EC100,3,8,20230112
329,2022,4,江淮大众,329,3129,思皓E20X,5,8,20230112
459,2022,4,摩登汽车,459,4211,Modern in,4,9,20230112
229,2022,4,迈凯伦,229,3572,迈凯伦GT,3,9,20230112
277,2022,4,东风雷诺,277,2534,科雷傲,3,9,20230112
31,2022,4,马自达（进口）,31,610,马自达MX-5,3,9,20230112
20,2022,4,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
108,2022,4,道奇（进口）,108,2035,Challenger,2,9,20230112
201,2022,4,九龙汽车,201,2039,艾菲,2,9,20230112
63,2022,4,日产（进口）,63,277,途乐,2,9,20230112
246,2022,4,福汽新龙马,246,2303,启腾EX80,2,9,20230112
271,2022,4,华颂,271,2108,华颂7,1,9,20230112
284,2022,4,前途汽车,284,2547,前途K50 EV,1,9,20230112
470,2022,4,松散汽车,470,4325,SS DOLPHIN,1,9,20230112
307,2022,4,长安跨越,307,2871,长安V3,1,9,20230112
390,2022,4,汉龙汽车,390,3664,旷世,1,9,20230112
455,2022,4,速达,455,4166,速达SD01,1,9,20230112
89,2022,5,比亚迪,89,4213,宋PLUS DM-i,17539,1,20230112
175,2022,5,广汽丰田,175,406,凯美瑞,19134,1,20230112
30,2022,5,一汽-大众,30,410,速腾,17897,1,20230112
40,2022,5,上汽大众,40,549,朗逸,21870,1,20230112
55,2022,5,长安,55,3392,长安CS75 PLUS,11567,1,20230112
127,2022,5,上汽通用五菱,127,4030,宏光MINIEV,29555,1,20230112
120,2022,5,华晨宝马,120,168,宝马5系,14182,1,20230112
76,2022,5,一汽丰田,76,492,卡罗拉,16114,1,20230112
94,2022,5,东风日产,94,428,轩逸,24298,1,20230112
75,2022,5,广汽本田,75,86,雅阁,13232,1,20230112
198,2022,5,吉利汽车,198,2017,吉利帝豪,10388,1,20230112
135,2022,5,东风本田,135,145,CR-V,16755,1,20230112
69,2022,5,一汽-大众奥迪,69,9,奥迪A4L,9420,1,20230112
164,2022,5,北京奔驰,164,539,奔驰C级,12987,1,20230112
58,2022,5,上汽通用别克,58,814,英朗,7774,1,20230112
230,2022,5,长城汽车,230,776,哈弗H6,12332,1,20230112
206,2022,5,广汽乘用车,206,4227,影豹,4208,1,20230112
7,2022,5,红旗,7,3442,红旗HS5,8521,1,20230112
74,2022,5,奇瑞,74,3074,瑞虎8,3851,1,20230112
358,2022,5,奇瑞新能源,358,4518,QQ冰淇淋,7712,1,20230112
182,2022,5,上汽集团,182,3248,荣威i5,4995,2,20230112
24,2022,5,雷克萨斯,24,425,雷克萨斯ES,6861,2,20230112
101,2022,5,北京现代,101,25,伊兰特,4687,2,20230112
344,2022,5,理想汽车,344,3274,理想ONE,11596,2,20230112
318,2022,5,埃安,318,4265,AION Y,4955,2,20230112
354,2022,5,一汽-大众捷达,354,3385,捷达VA3,4734,2,20230112
153,2022,5,上海通用雪佛兰,153,3322,科鲁泽,6127,2,20230112
144,2022,5,长安福特,144,677,蒙迪欧,3593,2,20230112
296,2022,5,领克,296,2863,领克03,3191,2,20230112
338,2022,5,合众汽车,338,4130,哪吒V ,6893,2,20230112
388,2022,5,特斯拉中国,388,4281,Model Y,6162,2,20230112
157,2022,5,上汽通用凯迪拉克,157,3594,CT5,3449,2,20230112
194,2022,5,东风风神,194,2935,风神E70,3805,2,20230112
320,2022,5,小鹏汽车,320,3418,小鹏汽车P7,4081,2,20230112
8,2022,5,奔驰（进口）,8,2180,奔驰GLE级,3290,2,20230112
223,2022,5,长安汽车,223,4060,长安欧尚X5,6051,2,20230112
340,2022,5,长城汽车,340,3346,欧拉黑猫,4519,2,20230112
244,2022,5,沃尔沃亚太,244,2079,沃尔沃XC60,4246,2,20230112
335,2022,5,零跑汽车,335,3892,零跑T03,5884,2,20230112
189,2022,5,长安马自达,189,1847,昂克赛拉,4424,2,20230112
68,2022,5,保时捷,68,372,卡宴,2498,3,20230112
475,2022,5,长城汽车,475,4119,坦克300,7089,3,20230112
184,2022,5,上汽名爵,184,981,名爵5,3839,3,20230112
54,2022,5,起亚,54,643,福瑞迪,2128,3,20230112
1,2022,5,宝马（进口）,1,1556,宝马4系,1217,3,20230112
292,2022,5,蔚来汽车,292,3338,蔚来ES6,2720,3,20230112
207,2022,5,东风日产启辰,207,3425,启辰D60 EV,2461,3,20230112
327,2022,5,奇瑞汽车,327,4218,捷途X70 PLUS,3736,3,20230112
61,2022,5,东风风行,61,46,菱智,1386,3,20230112
385,2022,5,长安林肯,385,3591,冒险家,2415,3,20230112
373,2022,5,几何汽车,373,3362,几何A,2401,3,20230112
511,2022,5,金康赛力斯,511,4599,问界M5,4406,3,20230112
279,2022,5,东风小康,279,4208,风光500,1180,3,20230112
473,2022,5,极氪,473,4373,ZEEKR 001,4321,3,20230112
458,2022,5,江汽集团,458,4263,花仙子,2805,3,20230112
231,2022,5,北京汽车,231,3641,北京EU5,2187,3,20230112
406,2022,5,上汽通用五菱,406,4482,宝骏KiWi EV,2104,3,20230112
300,2022,5,威马,300,4451,威马E.5,1929,3,20230112
2,2022,5,奥迪（进口）,2,553,奥迪A5,807,3,20230112
177,2022,5,一汽奔腾,177,4285,奔腾NAT,800,3,20230112
183,2022,5,上汽大众斯柯达,183,1573,昕锐,633,4,20230112
253,2022,5,江铃福特,253,4657,领睿,1468,4,20230112
472,2022,5,东风汽车,472,4345,东风新能源EX1,2440,4,20230112
65,2022,5,路虎（进口）,65,213,卫士,933,4,20230112
226,2022,5,广汽三菱,226,2624,欧蓝德,2204,4,20230112
308,2022,5,长安凯程,308,3524,睿行M60,1019,4,20230112
302,2022,5,长城汽车,302,4428,拿铁DHT,1009,4,20230112
270,2022,5,奇瑞捷豹路虎,270,2083,揽胜极光,908,4,20230112
22,2022,5,丰田（进口）,22,862,埃尔法,1662,4,20230112
439,2022,5,吉麦新能源,439,4040,凌宝BOX,1597,4,20230112
57,2022,5,东风雪铁龙,57,4395,凡尔赛C5 X,1144,4,20230112
211,2022,5,北京越野,211,905,北京BJ40,1409,4,20230112
93,2022,5,MINI,93,403,MINI,1035,4,20230112
204,2022,5,福建奔驰,204,828,奔驰威霆,835,4,20230112
286,2022,5,华晨鑫源,286,1785,金杯小海狮X30,1530,4,20230112
134,2022,5,东风标致,134,1417,标致4008,436,4,20230112
35,2022,5,沃尔沃（进口）,35,238,沃尔沃XC90,1057,4,20230112
285,2022,5,奇瑞捷豹,285,2953,捷豹XEL,714,4,20230112
264,2022,5,凯翼,264,4632,炫界Pro EV,540,4,20230112
357,2022,5,星途,357,4219,星途凌云,476,4,20230112
202,2022,5,AMG,202,1602,AMG G,318,5,20230112
143,2022,5,长安铃木,143,1983,启悦,1171,5,20230112
434,2022,5,睿蓝汽车,434,4844,枫叶60s,849,5,20230112
530,2022,5,瑞风汽车,530,1994,瑞风M3,825,5,20230112
91,2022,5,Jeep,91,502,牧马人,564,5,20230112
467,2022,5,御捷新能源,467,4351,朋克多多,747,5,20230112
347,2022,5,神龙汽车,347,4830,富康ES600,594,5,20230112
200,2022,5,东风小康,200,2883,小康EC36,459,5,20230112
44,2022,5,斯巴鲁,44,229,森林人,414,5,20230112
219,2022,5,上汽大通MAXUS,219,1851,上汽MAXUS G10,260,5,20230112
461,2022,5,上汽集团,461,4104,飞凡ER6,681,5,20230112
4,2022,5,大众（进口）,4,356,途锐,656,5,20230112
450,2022,5,岚图汽车,450,4236,岚图FREE,746,5,20230112
399,2022,5,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,669,5,20230112
311,2022,5,北汽新能源,311,4129,ARCFOX αS,399,5,20230112
477,2022,5,福特新能源,477,4398,福特电马,544,5,20230112
432,2022,5,大运汽车,432,4012,悦虎,369,5,20230112
456,2022,5,上汽奥迪,456,4175,奥迪A7L,483,5,20230112
276,2022,5,广汽菲亚特克莱斯勒,276,2988,大指挥官,349,5,20230112
487,2022,5,电动屋,487,4512,YOUNG光小新,483,5,20230112
474,2022,5,小虎汽车,474,4375,小虎FEV,467,6,20230112
395,2022,5,东风本田,395,4183,东风本田M-NV,465,6,20230112
295,2022,5,江铃集团新能源,295,3358,易至EV3,458,6,20230112
269,2022,5,东风英菲尼迪,269,2149,英菲尼迪QX50,284,6,20230112
384,2022,5,合创,384,4427,合创Z03,440,6,20230112
376,2022,5,雷丁,376,4324,雷丁芒果,438,6,20230112
381,2022,5,华人运通,381,3608,高合HiPhi X,369,6,20230112
447,2022,5,创维汽车,447,4440,创维汽车ET5,356,6,20230112
348,2022,5,天际汽车,348,4346,天际ME5,319,6,20230112
491,2022,5,领途汽车,491,4613,百智大熊,316,6,20230112
465,2022,5,雷诺 江铃集团,465,4291,羿,304,6,20230112
64,2022,5,宾利,64,1402,添越,149,6,20230112
59,2022,5,玛莎拉蒂,59,1182,Levante,151,6,20230112
235,2022,5,宝马M,235,1769,宝马M4,95,6,20230112
88,2022,5,一汽海马,88,3142,海马7X,225,6,20230112
278,2022,5,东风汽车,278,3862,俊风EV30,114,6,20230112
290,2022,5,SWM斯威汽车,290,2605,SWM斯威X7,99,6,20230112
398,2022,5,中国重汽VGV,398,3802,VGV U70,159,6,20230112
283,2022,5,广汽讴歌,283,3149,讴歌RDX,121,6,20230112
110,2022,5,北汽制造,110,4016,北汽小猫,64,6,20230112
53,2022,5,东南,53,3581,东南DX5,64,7,20230112
480,2022,5,华晨新日 ,480,4488,华晨新日i03A,137,7,20230112
36,2022,5,林肯,36,257,林肯领航员,115,7,20230112
234,2022,5,Audi Sport,234,1453,奥迪RS 5,38,7,20230112
328,2022,5,新特汽车,328,3110,SITECH DEV 1,109,7,20230112
331,2022,5,广汽丰田,331,3580,广汽丰田iA5,106,7,20230112
41,2022,5,劳斯莱斯,41,2447,库里南,48,7,20230112
90,2022,5,江淮汽车,90,3092,江淮iEVA50,56,7,20230112
289,2022,5,驭胜,289,865,驭胜S350,79,7,20230112
325,2022,5,Polestar,325,3363,Polestar 2,79,7,20230112
203,2022,5,野马汽车,203,3382,博骏,47,7,20230112
25,2022,5,福特（进口）,25,657,Mustang,73,7,20230112
355,2022,5,广汽本田,355,4246,绎乐,73,7,20230112
210,2022,5,广汽本田,210,3240,广汽本田VE-1,72,7,20230112
262,2022,5,江西五十铃,262,2119,五十铃mu-X牧游侠,69,7,20230112
214,2022,5,海马汽车,214,3091,海马8S,35,7,20230112
339,2022,5,广汽三菱,339,4424,阿图柯,67,7,20230112
29,2022,5,阿斯顿·马丁,29,3559,DBX,34,7,20230112
70,2022,5,捷豹,70,1798,捷豹F-PACE,46,7,20230112
163,2022,5,昌河铃木,163,1656,北斗星X5,42,7,20230112
186,2022,5,福田汽车,186,3537,风景G5,59,8,20230112
42,2022,5,阿尔法-罗密欧,42,2654,Giulia,38,8,20230112
274,2022,5,宝沃,274,2301,宝沃BX7,32,8,20230112
217,2022,5,DS汽车,217,3720,DS 9,46,8,20230112
66,2022,5,兰博基尼,66,1385,Urus,34,8,20230112
193,2022,5,开瑞汽车,193,2669,开瑞K60,47,8,20230112
275,2022,5,知豆,275,2278,知豆D2,38,8,20230112
37,2022,5,法拉利,37,3373,法拉利F8,33,8,20230112
337,2022,5,金康赛力斯,337,3202,赛力斯SF5,33,8,20230112
478,2022,5,恒润汽车,478,4462,恒润HRS1,31,8,20230112
227,2022,5,观致,227,4039,观致7,28,8,20230112
326,2022,5,爱驰,326,3101,爱驰U5,27,8,20230112
259,2022,5,北汽新能源,259,2337,北汽新能源EU,24,8,20230112
303,2022,5,云度,303,2848,云度π3,13,8,20230112
97,2022,5,英菲尼迪(进口),97,1787,QX60（进口）,18,8,20230112
225,2022,5,腾势,225,3628,腾势X PHEV,18,8,20230112
45,2022,5,现代（进口）,45,3560,帕里斯帝,10,8,20230112
383,2022,5,捷尼赛思,383,2746,捷尼赛思G80,6,8,20230112
459,2022,5,摩登汽车,459,4211,Modern in,9,8,20230112
229,2022,5,迈凯伦,229,3572,迈凯伦GT,8,8,20230112
246,2022,5,福汽新龙马,246,2303,启腾EX80,8,9,20230112
329,2022,5,江淮大众,329,3129,思皓E20X,6,9,20230112
50,2022,5,北汽昌河,50,4125,北汽EC100,5,9,20230112
108,2022,5,道奇（进口）,108,2035,Challenger,3,9,20230112
20,2022,5,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
169,2022,5,众泰,169,2070,众泰云100,1,9,20230112
80,2022,5,猎豹汽车,80,2978,猎豹CS9 EV,2,9,20230112
63,2022,5,日产（进口）,63,277,途乐,2,9,20230112
284,2022,5,前途汽车,284,2547,前途K50 EV,2,9,20230112
342,2022,5,大乘汽车,342,3388,大乘G60,1,9,20230112
31,2022,5,马自达（进口）,31,610,马自达MX-5,1,9,20230112
87,2022,5,陆风汽车,87,3398,陆风荣曜,1,9,20230112
277,2022,5,东风雷诺,277,3432,雷诺e诺,1,9,20230112
89,2022,6,比亚迪,89,4213,宋PLUS DM-i,20569,1,20230112
175,2022,6,广汽丰田,175,406,凯美瑞,27913,1,20230112
40,2022,6,上汽大众,40,549,朗逸,32164,1,20230112
30,2022,6,一汽-大众,30,573,宝来,20917,1,20230112
127,2022,6,上汽通用五菱,127,4030,宏光MINIEV,41491,1,20230112
76,2022,6,一汽丰田,76,492,卡罗拉,24967,1,20230112
94,2022,6,东风日产,94,428,轩逸,38872,1,20230112
55,2022,6,长安,55,3392,长安CS75 PLUS,16326,1,20230112
388,2022,6,特斯拉中国,388,4281,Model Y,51745,1,20230112
198,2022,6,吉利汽车,198,2017,吉利帝豪,12851,1,20230112
75,2022,6,广汽本田,75,86,雅阁,20847,1,20230112
69,2022,6,一汽-大众奥迪,69,9,奥迪A4L,17936,1,20230112
135,2022,6,东风本田,135,145,CR-V,21829,1,20230112
120,2022,6,华晨宝马,120,119,宝马3系,18771,1,20230112
58,2022,6,上汽通用别克,58,814,英朗,12037,1,20230112
164,2022,6,北京奔驰,164,539,奔驰C级,18549,1,20230112
230,2022,6,长城汽车,230,776,哈弗H6,17693,1,20230112
206,2022,6,广汽乘用车,206,2380,传祺M8,5667,1,20230112
74,2022,6,奇瑞,74,2494,瑞虎7,4127,1,20230112
7,2022,6,红旗,7,3442,红旗HS5,11344,1,20230112
318,2022,6,埃安,318,4265,AION Y,9692,2,20230112
182,2022,6,上汽集团,182,3248,荣威i5,6571,2,20230112
101,2022,6,北京现代,101,25,伊兰特,8066,2,20230112
153,2022,6,上海通用雪佛兰,153,3322,科鲁泽,8627,2,20230112
157,2022,6,上汽通用凯迪拉克,157,3594,CT5,5946,2,20230112
358,2022,6,奇瑞新能源,358,2645,小蚂蚁,8888,2,20230112
144,2022,6,长安福特,144,677,蒙迪欧,5408,2,20230112
24,2022,6,雷克萨斯,24,425,雷克萨斯ES,6552,2,20230112
223,2022,6,长安汽车,223,4060,长安欧尚X5,7383,2,20230112
296,2022,6,领克,296,2863,领克03,5200,2,20230112
320,2022,6,小鹏汽车,320,3418,小鹏汽车P7,8074,2,20230112
244,2022,6,沃尔沃亚太,244,2079,沃尔沃XC60,6851,2,20230112
354,2022,6,一汽-大众捷达,354,3386,捷达VS5,5736,2,20230112
