年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2020,1,28,55,604,604,悦翔,小型,三厢,876,5.19-6.79万元,15,20230112
2020,1,57,182,2960,2960,荣威Ei5,紧凑型,旅行车,875,15.28-16.68万元,15,20230112
2020,1,6,40,2468,2468,辉昂,中大型,三厢,829,34.30-44.90万元,15,20230112
2020,1,5,134,721,721,标致408,紧凑型,三厢,828,10.57-15.97万元,15,20230112
2020,1,66,177,3531,3531,奔腾T33,小型,SUV,818,8.59-10.59万元,15,20230112
2020,1,180,300,2976,2976,威马EX5,紧凑型,SUV,808,16.08-17.98万元,15,20230112
2020,1,6,40,162,162,途安L,紧凑型,MPV,790,15.28-19.58万元,15,20230112
2020,1,235,357,3141,3141,星途TX,中型,SUV,786,12.99-14.99万元,15,20230112
2020,1,6,30,3635,3635,探影,小型,SUV,785,11.59-16.09万元,15,20230112
2020,1,54,74,185,185,瑞虎3,小型,SUV,784,5.99-8.09万元,15,20230112
2020,1,3,8,605,605,奔驰B级,紧凑型,两厢,781,26.58-28.38万元,15,20230112
2020,1,54,74,2494,2494,瑞虎7,紧凑型,SUV,779,8.69-11.29万元,15,20230112
2020,1,19,183,3783,3783,柯米克GT,小型,SUV,777,11.89-11.99万元,15,20230112
2020,1,5,134,1417,1417,标致4008,紧凑型,SUV,767,16.77-23.37万元,15,20230112
2020,1,3,164,2179,2179,奔驰GLA级,紧凑型,SUV,765,28.78-34.48万元,15,20230112
2020,1,94,65,214,214,路虎发现,中大型,SUV,762,68.98-89.88万元,15,20230112
2020,1,22,153,3419,3419,创界,紧凑型,SUV,752,13.99-17.99万元,16,20230112
2020,1,35,53,3227,3227,东南A5翼舞,紧凑型,三厢,747,5.79-11.99万元,16,20230112
2020,1,276,406,3223,3223,宝骏E200,微型,两厢,740,5.48-6.48万元,16,20230112
2020,1,106,269,2081,2081,英菲尼迪Q50L,中型,三厢,733,26.48-38.98万元,16,20230112
2020,1,35,53,2542,2542,东南DX3,小型,SUV,729,6.19-12.99万元,16,20230112
2020,1,86,91,502,502,牧马人,中型,SUV,728,44.99-55.99万元,16,20230112
2020,1,189,308,2210,2210,长安欧尚A600,紧凑型,MPV,724,5.29万元,16,20230112
2020,1,124,219,1851,1851,上汽MAXUS G10,中大型,MPV,722,11.78-19.08万元,16,20230112
2020,1,9,22,2160,2160,SIENNA,中大型,MPV,720,45.00-52.00万元,16,20230112
2020,1,9,76,3022,3022,卡罗拉混动,紧凑型,三厢,710,20.78-23.08万元,16,20230112
2020,1,57,182,2989,2989,荣威RX8,中大型,SUV,709,16.88-22.88万元,16,20230112
2020,1,3,8,300,300,奔驰C级（进口）,中型,旅行车,702,35.08-39.28万元,16,20230112
2020,1,17,54,2334,2334,起亚KX5,紧凑型,SUV,689,16.28-19.18万元,16,20230112
2020,1,26,89,1436,1436,比亚迪秦EV,紧凑型,三厢,682,12.99-17.48万元,16,20230112
2020,1,8,58,66,66,凯越,紧凑型,三厢,671,8.39-9.99万元,16,20230112
2020,1,94,65,2782,2782,揽胜星脉,中型,SUV,649,56.80-73.80万元,16,20230112
2020,1,26,89,4075,4075,比亚迪宋Pro DM,紧凑型,SUV,648,14.08-16.58万元,16,20230112
2020,1,396,530,2574,2574,瑞风M4,中大型,MPV,635,10.58-15.98万元,16,20230112
2020,1,86,276,2988,2988,大指挥官,中型,SUV,632,23.98-32.98万元,16,20230112
2020,1,41,7,1463,1463,红旗H7,中大型,三厢,614,25.28-28.88万元,16,20230112
2020,1,41,7,2735,2735,红旗HS7,中大型,SUV,613,27.58-46.33万元,17,20230112
2020,1,90,24,3692,3692,雷克萨斯UX,紧凑型,SUV,610,25.90-38.70万元,17,20230112
2020,1,137,231,3228,3228,北京X5,紧凑型,SUV,606,7.99-10.99万元,17,20230112
2020,1,4,1,1811,1811,宝马2系,紧凑型,三厢,596,26.98-41.98万元,17,20230112
2020,1,124,219,3395,3395,上汽MAXUS G20,中大型,MPV,595,16.58-28.98万元,17,20230112
2020,1,235,357,3532,3532,星途追风,紧凑型,SUV,563,10.99-14.99万元,17,20230112
2020,1,110,200,804,804,小康K01,,微卡,561,2.99-3.39万元,17,20230112
2020,1,109,203,3382,3382,博骏,小型,SUV,550,4.99-12.99万元,17,20230112
2020,1,137,231,3319,3319,北京U7,中型,三厢,547,8.79-12.29万元,17,20230112
2020,1,1,2,239,239,奥迪A4（进口）,中型,旅行车,546,35.98-44.68万元,17,20230112
2020,1,247,373,3362,3362,几何A,紧凑型,三厢,542,12.68-20.78万元,17,20230112
2020,1,4,1,1556,1556,宝马4系,中型,三厢,535,37.39-56.69万元,17,20230112
2020,1,85,285,2953,2953,捷豹XEL,中型,三厢,529,29.98-32.68万元,17,20230112
2020,1,48,90,890,890,瑞风M5,中大型,MPV,529,15.98万元,17,20230112
2020,1,85,285,2554,2554,捷豹XFL,中大型,三厢,493,39.98-49.98万元,17,20230112
2020,1,19,183,3276,3276,柯迪亚克GT,中型,SUV,491,20.89-24.39万元,17,20230112
2020,1,1,2,2267,2267,奥迪Q8,中大型,SUV,489,78.28-114.68万元,17,20230112
2020,1,167,279,3682,3682,风光ix7,中型,SUV,483,12.59-21.59万元,17,20230112
2020,1,173,290,3086,3086,SWM斯威G01,紧凑型,SUV,463,7.99-26.98万元,17,20230112
2020,1,26,89,4078,4078,比亚迪秦Pro DM,紧凑型,三厢,460,13.69-20.49万元,17,20230112
2020,1,9,175,3025,3025,雷凌混动,紧凑型,三厢,459,20.38-21.88万元,18,20230112
2020,1,3,8,306,306,奔驰A级（进口）,紧凑型,两厢,456,26.38-27.38万元,18,20230112
2020,1,3,8,301,301,奔驰E级（进口）,中大型,三厢,454,44.80-66.40万元,18,20230112
2020,1,28,55,1694,1694,长安CS95,中大型,SUV,449,17.59-21.39万元,18,20230112
2020,1,32,198,3177,3177,帝豪GSe,紧凑型,SUV,447,10.99-15.99万元,18,20230112
2020,1,85,70,1798,1798,捷豹F-PACE,中型,SUV,437,46.80-66.80万元,18,20230112
2020,1,86,276,2509,2509,自由侠,小型,SUV,433,12.98-18.98万元,18,20230112
2020,1,189,308,3524,3524,睿行M60,,微面,431,5.59-6.62万元,18,20230112
2020,1,5,134,2795,2795,标致5008,中型,SUV,427,17.87-26.37万元,18,20230112
2020,1,77,68,3057,3057,卡宴混动,中大型,SUV,424,86.80-102.80万元,18,20230112
2020,1,3,8,319,319,奔驰CLS级,中大型,三厢,423,57.68-78.40万元,18,20230112
2020,1,57,182,2682,2682,荣威eRX5混动,紧凑型,SUV,423,15.28-17.09万元,18,20230112
2020,1,124,219,3470,3470,上汽MAXUS D60,中型,SUV,420,11.58-15.98万元,18,20230112
2020,1,6,40,3273,3273,途观L混动,中型,SUV,414,26.11-27.21万元,18,20230112
2020,1,19,183,1848,1848,昕动,紧凑型,两厢,409,7.79-10.99万元,18,20230112
2020,1,20,101,3624,3624,领动混动,紧凑型,三厢,402,15.78-17.88万元,18,20230112
2020,1,1,2,389,389,奥迪Q7,中大型,SUV,386,63.28-80.48万元,18,20230112
2020,1,97,93,628,628,MINI COUNTRYMAN,紧凑型,SUV,378,24.98-43.23万元,18,20230112
2020,1,97,93,568,568,MINI CLUBMAN,小型,两厢,370,25.48-41.73万元,18,20230112
2020,1,4,120,2800,2800,宝马X1混动,紧凑型,SUV,370,39.98万元,18,20230112
2020,1,10,144,3596,3596,福克斯Active  ,紧凑型,两厢,368,13.98万元,19,20230112
2020,1,138,232,1862,1862,特斯拉Model X,中大型,SUV,367,87.99-103.99万元,19,20230112
2020,1,5,134,838,838,标致508,中型,三厢,355,15.97-22.47万元,19,20230112
2020,1,26,89,3263,3263,比亚迪秦Pro EV,紧凑型,三厢,346,14.99-20.49万元,19,20230112
2020,1,93,36,257,257,林肯领航员,大型,SUV,344,109.80-142.80万元,19,20230112
2020,1,213,331,3580,3580,广汽丰田iA5,紧凑型,三厢,335,15.98-19.28万元,19,20230112
2020,1,90,24,945,945,雷克萨斯CT,紧凑型,两厢,326,21.50-28.20万元,19,20230112
2020,1,6,30,3490,3490,宝来·纯电,紧凑型,三厢,321,14.08-15.08万元,19,20230112
2020,1,2,75,602,602,锋范,紧凑型,三厢,321,7.98-10.68万元,19,20230112
2020,1,90,24,264,264,雷克萨斯LS,大型,三厢,319,87.80-118.00万元,19,20230112
2020,1,23,57,1999,1999,C3-XR,小型,SUV,312,11.39万元,19,20230112
2020,1,32,198,2493,2493,帝豪EV,紧凑型,三厢,303,14.68-16.98万元,19,20230112
2020,1,189,308,3280,3280,长行,紧凑型,MPV,296,5.99-6.49万元,19,20230112
2020,1,4,1,558,558,宝马X6,中大型,SUV,294,78.69-96.69万元,19,20230112
2020,1,3,8,324,324,奔驰G级,中大型,SUV,286,189.20万元,19,20230112
2020,1,157,264,2566,2566,凯翼X5,紧凑型,SUV,285,7.89-9.69万元,19,20230112
2020,1,34,61,3125,3125,风行T5,紧凑型,SUV,284,6.89-12.30万元,19,20230112
2020,1,26,89,3578,3578,比亚迪e3,紧凑型,三厢,276,15.48-15.58万元,19,20230112
2020,1,8,58,3103,3103,微蓝6纯电,紧凑型,两厢,270,17.79-19.69万元,19,20230112
2020,1,95,59,1182,1182,Levante,中大型,SUV,269,86.68-191.58万元,19,20230112
2020,1,153,259,3411,3411,北汽新能源EC5,小型,SUV,264,9.99-11.99万元,20,20230112
2020,1,34,61,2518,2518,风行S50EV,紧凑型,三厢,263,13.19-15.99万元,20,20230112
2020,1,49,87,3398,3398,陆风荣曜,紧凑型,SUV,257,8.99-12.59万元,20,20230112
2020,1,134,278,3222,3222,俊风E11K,紧凑型,三厢,256,15.80-16.80万元,20,20230112
2020,1,106,97,1787,1787,QX60（进口）,中大型,SUV,256,47.98-56.98万元,20,20230112
2020,1,26,89,3311,3311,比亚迪宋MAX DM-i,紧凑型,MPV,248,14.78-17.48万元,20,20230112
2020,1,132,223,3284,3284,长安欧尚科尚,中型,MPV,244,16.88万元,20,20230112
2020,1,4,1,2271,2271,宝马2系多功能旅行,紧凑型,MPV,244,26.38-29.98万元,20,20230112
2020,1,10,25,657,657,Mustang,,跑车,241,36.98-40.18万元,20,20230112
2020,1,1,69,3460,3460,奥迪Q2L e-tron,小型,SUV,234,24.38万元,20,20230112
2020,1,201,318,3434,3434,AION LX,中型,SUV,233,28.66-46.96万元,20,20230112
2020,1,103,44,227,227,傲虎,中型,SUV,226,31.28-33.08万元,20,20230112
2020,1,3,202,2065,2065,AMG GT,,跑车,226,98.68-229.88万元,20,20230112
2020,1,17,54,903,903,K5凯酷,中型,三厢,224,16.28-20.68万元,20,20230112
2020,1,137,231,3412,3412,北京EU7,中型,三厢,220,15.99-17.59万元,20,20230112
2020,1,131,225,3628,3628,腾势X PHEV,中型,SUV,215,28.98-31.98万元,20,20230112
2020,1,32,198,3389,3389,吉利嘉际PHEV,紧凑型,MPV,200,15.18-17.48万元,20,20230112
2020,1,86,91,836,836,大切诺基,中大型,SUV,199,52.99-71.49万元,20,20230112
2020,1,209,327,3690,3690,捷途X70S,中型,SUV,197,8.79-15.99万元,20,20230112
2020,1,3,164,3464,3464,AMG A,紧凑型,三厢,195,39.51-39.98万元,20,20230112
2020,1,3,202,1602,1602,AMG G,中大型,SUV,193,254.70-281.55万元,21,20230112
2020,1,57,182,3639,3639,荣威RX5 eMAX,紧凑型,SUV,188,17.18-18.98万元,21,20230112
2020,1,3,202,731,731,AMG C,中型,三厢,188,57.38-116.08万元,21,20230112
2020,1,23,57,2557,2557,雪铁龙C6,中型,三厢,184,21.68-27.59万元,21,20230112
2020,1,137,231,3462,3462,北京EX3,小型,SUV,182,11.99-16.39万元,21,20230112
2020,1,35,53,2094,2094,东南DX7,紧凑型,SUV,176,11.99-13.99万元,21,20230112
2020,1,232,307,2871,2871,长安V3,,微面,176,3.65-3.97万元,21,20230112
2020,1,125,207,3425,3425,启辰D60 EV,紧凑型,三厢,175,13.98-15.81万元,21,20230112
2020,1,77,68,256,256,911,,跑车,172,129.80-250.00万元,21,20230112
2020,1,28,55,2101,2101,逸动EV,紧凑型,三厢,172,14.99-15.99万元,21,20230112
2020,1,189,308,2118,2118,长安之星9,,微面,167,5.18-5.48万元,21,20230112
2020,1,172,289,865,865,驭胜S350,中型,SUV,159,15.98-20.18万元,21,20230112
2020,1,27,50,2077,2077,昌河M50,,微面,159,4.48-5.38万元,21,20230112
2020,1,187,296,3185,3185,领克01 PHEV,紧凑型,SUV,159,19.98-22.78万元,21,20230112
2020,1,110,200,2151,2151,小康C31,,微卡,154,3.89-4.89万元,21,20230112
2020,1,93,385,3591,3591,冒险家,紧凑型,SUV,153,24.58-34.58万元,21,20230112
2020,1,78,64,1402,1402,添越,中大型,SUV,153,269.90-313.60万元,21,20230112
2020,1,173,290,2605,2605,SWM斯威X7,中型,SUV,152,6.39-10.59万元,21,20230112
2020,1,13,35,2470,2470,沃尔沃V90,中大型,旅行车,149,39.18-55.69万元,21,20230112
2020,1,155,262,2119,2119,五十铃mu-X牧游侠,中型,SUV,144,16.68-27.98万元,21,20230112
2020,1,78,64,219,219,欧陆,,跑车,141,305.50-449.80万元,22,20230112
2020,1,192,302,3688,3688,魏牌VV7 GT,中型,SUV,134,19.18-25.88万元,22,20230112
2020,1,217,335,3190,3190,零跑S01,小型,三厢,133,11.99-15.09万元,22,20230112
2020,1,26,89,4077,4077,比亚迪唐EV,中型,SUV,128,28.28-34.28万元,22,20230112
2020,1,189,308,3217,3217,欧尚A600 EV,紧凑型,MPV,127,14.98万元,22,20230112
2020,1,1,2,553,553,奥迪A5,中型,三厢,127,37.98-55.98万元,22,20230112
2020,1,24,184,1413,1413,名爵锐腾,紧凑型,SUV,121,11.98-17.88万元,22,20230112
2020,1,103,44,1015,1015,XV,紧凑型,SUV,120,19.18-21.58万元,22,20230112
2020,1,48,90,3332,3332,江淮iEVS4,小型,SUV,120,13.95-15.95万元,22,20230112
2020,1,77,68,2997,2997,Panamera混动,大型,掀背,119,119.30-250.10万元,22,20230112
2020,1,176,292,2825,2825,蔚来ES8,中大型,SUV,117,49.60-65.60万元,22,20230112
2020,1,95,59,383,383,玛莎拉蒂总裁,大型,三厢,113,141.75-171.08万元,22,20230112
2020,1,233,354,3732,3732,捷达VS7,中型,SUV,111,10.49-13.59万元,22,20230112
2020,1,13,244,3180,3180,沃尔沃S90混动,中大型,三厢,110,49.99-61.39万元,22,20230112
2020,1,4,1,412,412,宝马Z4,,跑车,108,48.88-63.38万元,22,20230112
2020,1,188,295,3358,3358,易至EV3,微型,两厢,103,7.98-8.48万元,22,20230112
2020,1,86,276,3123,3123,指挥官混动,中型,SUV,102,30.98-32.28万元,22,20230112
2020,1,1,2,840,840,奥迪A7,中大型,三厢,101,58.58-78.48万元,22,20230112
2020,1,32,198,3514,3514,缤越PHEV,小型,SUV,100,11.98-13.58万元,22,20230112
2020,1,34,61,1894,1894,景逸S50,紧凑型,三厢,99,6.99-7.99万元,22,20230112
2020,1,76,42,2654,2654,Giulia,中型,三厢,95,37.98-90.28万元,23,20230112
2020,1,180,300,3469,3469,威马EX6,中型,SUV,91,23.99-27.99万元,23,20230112
2020,1,48,90,2806,2806,江淮iEV6E,微型,两厢,90,5.95-7.55万元,23,20230112
2020,1,116,211,1986,1986,北京BJ80,中大型,SUV,88,29.49-39.80万元,23,20230112
2020,1,221,340,3085,3085,欧拉iQ,紧凑型,SUV,85,12.73-15.03万元,23,20230112
2020,1,10,253,2189,2189,撼路者,中型,SUV,85,27.58-37.48万元,23,20230112
2020,1,48,90,2668,2668,瑞风S7,紧凑型,SUV,83,10.98-13.98万元,23,20230112
2020,1,24,184,2966,2966,名爵6 PHEV,紧凑型,三厢,82,14.28-19.98万元,23,20230112
2020,1,115,210,3240,3240,广汽本田VE-1,小型,SUV,82,15.98-18.68万元,23,20230112
2020,1,1,2,1454,1454,奥迪S4,中型,三厢,81,48.08-48.88万元,23,20230112
2020,1,33,194,2935,2935,风神E70,紧凑型,三厢,80,14.28-15.38万元,23,20230112
2020,1,15,189,3307,3307,马自达CX-8,中大型,SUV,79,25.88-33.08万元,23,20230112
2020,1,76,42,2601,2601,Stelvio斯坦维,中型,SUV,77,45.68-95.28万元,23,20230112
2020,1,4,235,1769,1769,宝马M4,中型,跑车,76,89.39-101.39万元,23,20230112
2020,1,189,308,3797,3797,长行EV,紧凑型,MPV,74,16.32-16.98万元,23,20230112
2020,1,3,202,2486,2486,AMG GLC,中型,SUV,70,67.08-118.08万元,23,20230112
2020,1,192,302,3662,3662,魏牌VV7 PHEV,中型,SUV,69,21.98-23.98万元,23,20230112
2020,1,267,395,3493,3493,东风本田X-NV,小型,SUV,67,16.98-17.98万元,23,20230112
2020,1,262,390,3664,3664,旷世,中大型,SUV,66,15.98-24.38万元,23,20230112
2020,1,211,329,3129,3129,思皓E20X,小型,SUV,66,12.80-13.80万元,23,20230112
2020,1,10,253,2239,2239,途睿欧,中型,MPV,64,18.69-27.58万元,24,20230112
2020,1,241,367,3467,3467,国机智骏GC1,微型,两厢,63,7.38-8.38万元,24,20230112
2020,1,110,200,2883,2883,小康EC36,,微面,63,12.98万元,24,20230112
2020,1,24,184,3298,3298,名爵EZS,小型,SUV,62,11.98-14.98万元,24,20230112
2020,1,3,164,3504,3504,奔驰EQC,中型,SUV,61,49.19-57.19万元,24,20230112
2020,1,13,244,2974,2974,沃尔沃XC60混动,中型,SUV,61,52.79-60.39万元,24,20230112
2020,1,3,164,3775,3775,奔驰E级混动,中大型,三厢,61,52.23万元,24,20230112
2020,1,14,9,3082,3082,大捷龙混动,中大型,MPV,60,49.69万元,24,20230112
2020,1,4,1,2878,2878,宝马8系,大型,三厢,60,96.80-119.80万元,24,20230112
2020,1,3,202,2158,2158,AMG GLE,中大型,SUV,58,99.43-146.88万元,24,20230112
2020,1,13,35,1024,1024,沃尔沃V60,中型,旅行车,55,30.43-39.58万元,24,20230112
2020,1,25,110,1253,1253,勇士,紧凑型,SUV,55,10.68-14.88万元,24,20230112
2020,1,4,235,1824,1824,宝马M2,,跑车,54,59.90万元,24,20230112
2020,1,209,327,3923,3923,捷途X70 Coupe,中型,SUV,53,12.69-12.99万元,24,20230112
2020,1,89,41,2447,2447,库里南,大型,SUV,53,610.00-780.00万元,24,20230112
2020,1,201,318,2758,2758,传祺GE3,小型,SUV,52,15.48-18.08万元,24,20230112
2020,1,362,358,3650,3650,艾瑞泽e,紧凑型,三厢,47,15.24万元,24,20230112
2020,1,137,231,3359,3359,北京EX5,紧凑型,SUV,47,16.99-19.99万元,24,20230112
2020,1,34,61,2970,2970,菱智M5EV,中型,MPV,44,14.99-17.39万元,24,20230112
2020,1,122,217,3061,3061,DS 7,紧凑型,SUV,44,22.99-32.99万元,24,20230112
2020,1,112,206,2728,2728,传祺GA4,紧凑型,三厢,43,7.58-14.08万元,25,20230112
2020,1,124,219,4038,4038,上汽MAXUS D90 Pro,中大型,SUV,42,17.98-30.98万元,25,20230112
2020,1,322,455,4165,4165,速达SA01,紧凑型,三厢,36,17.00万元,25,20230112
2020,1,51,193,2669,2669,开瑞K60,紧凑型,SUV,33,5.99-6.69万元,25,20230112
2020,1,1,234,1453,1453,奥迪RS 5,,跑车,33,85.28-87.48万元,25,20230112
2020,1,208,326,3101,3101,爱驰U5,中型,SUV,33,17.99-19.99万元,25,20230112
2020,1,71,169,1096,1096,众泰T300,小型,SUV,32,5.98万元,25,20230112
2020,1,48,90,2943,2943,江淮iEV7S,小型,SUV,32,9.35-10.95万元,25,20230112
2020,1,9,22,1410,1410,丰田86,,跑车,29,33.86-35.86万元,25,20230112
2020,1,116,211,2409,2409,北京BJ90,大型,SUV,29,47.80-128.80万元,25,20230112
2020,1,214,332,3153,3153,全界Q1,小型,两厢,29,6.98-7.58万元,25,20230112
2020,1,4,1,3014,3014,宝马X5混动,中大型,SUV,28,85.99万元,25,20230112
2020,1,125,207,3485,3485,启辰T60 EV,小型,SUV,28,16.38-18.18万元,25,20230112
2020,1,24,184,3734,3734,名爵eHS,紧凑型,SUV,27,18.98-21.98万元,25,20230112
2020,1,3,202,1610,1610,AMG E,中大型,三厢,27,96.08-146.88万元,25,20230112
2020,1,183,303,2849,2849,云度π1,小型,SUV,26,7.48-7.98万元,25,20230112
2020,1,41,7,3121,3121,红旗E-HS3,紧凑型,SUV,26,22.58-26.58万元,25,20230112
2020,1,6,4,2342,2342,蔚揽,中型,旅行车,25,26.48-33.88万元,25,20230112
2020,1,125,207,3475,3475,启辰e30,小型,SUV,25,7.24-8.54万元,25,20230112
2020,1,89,41,705,705,古思特,大型,三厢,24,473.00-547.00万元,25,20230112
2020,1,25,110,1252,1252,BJ 212,小型,SUV,23,7.98-12.99万元,26,20230112
2020,1,124,219,2934,2934,上汽MAXUS EG10,中大型,MPV,22,29.93-34.93万元,26,20230112
2020,1,188,295,3096,3096,易至EX5,小型,SUV,21,12.58-13.28万元,26,20230112
2020,1,213,339,3253,3253,祺智EV,小型,SUV,21,12.98-13.98万元,26,20230112
2020,1,1,234,1398,1398,奥迪RS 4,中型,旅行车,20,82.88万元,26,20230112
2020,1,4,1,409,409,宝马X3（进口）,中型,SUV,19,62.99万元,26,20230112
2020,1,241,367,3465,3465,国机智骏GX5,小型,SUV,19,11.58-13.98万元,26,20230112
2020,1,131,225,4072,4072,腾势X纯电,中型,SUV,18,31.98-35.78万元,26,20230112
2020,1,3,8,2124,2124,奔驰GLE级轿跑,中大型,SUV,18,79.58-92.35万元,26,20230112
2020,1,75,29,2260,2260,DB11,,跑车,18,235.80-245.80万元,26,20230112
2020,1,109,203,2907,2907,斯派卡,紧凑型,MPV,18,4.99-7.99万元,26,20230112
2020,1,5,134,1571,1571,标致2008,小型,SUV,18,9.97万元,26,20230112
2020,1,135,229,3187,3187,迈凯伦600LT,,跑车,18,319.50万元,26,20230112
2020,1,103,44,1314,1314,BRZ,,跑车,17,30.88-33.08万元,26,20230112
2020,1,85,70,2698,2698,捷豹I-PACE,中型,SUV,17,63.08-70.88万元,26,20230112
2020,1,4,235,3461,3461,宝马X3 M,中型,SUV,17,89.99万元,26,20230112
2020,1,32,198,421,421,吉利金刚三厢,小型,三厢,17,4.79-6.59万元,26,20230112
2020,1,4,235,621,621,宝马M5,中大型,三厢,17,143.89万元,26,20230112
2020,1,1,69,3002,3002,奥迪A6L混动,中大型,三厢,17,50.80万元,26,20230112
2020,1,209,327,3414,3414,捷途X70S EV,中型,SUV,17,14.98-15.98万元,26,20230112
2020,1,78,64,1393,1393,飞驰,大型,三厢,16,273.80-436.00万元,27,20230112
2020,1,68,185,3912,3912,森雅R8,小型,SUV,16,7.49-8.99万元,27,20230112
2020,1,4,235,2798,2798,宝马X4 M,中型,SUV,15,92.99万元,27,20230112
2020,1,278,408,3293,3293,野马EC60,小型,SUV,14,16.99万元,27,20230112
2020,1,124,219,3518,3518,上汽MAXUS EUNIQ 5纯电,紧凑型,MPV,14,17.68-20.98万元,27,20230112
2020,1,138,232,1709,1709,特斯拉Model S,中大型,掀背,13,78.99-106.00万元,27,20230112
2020,1,89,41,1626,1626,魅影,,轿跑,13,505.00-590.00万元,27,20230112
2020,1,89,41,381,381,幻影,大型,三厢,13,790.00-920.00万元,27,20230112
2020,1,112,206,2203,2203,传祺GA8,中大型,三厢,12,15.68-22.68万元,27,20230112
2020,1,88,66,1385,1385,Urus,中大型,SUV,12,294.11-329.73万元,27,20230112
2020,1,187,296,3396,3396,领克05,紧凑型,SUV,11,17.58-26.18万元,27,20230112
2020,1,135,229,2793,2793,迈凯伦720S,,跑车,10,339.80-378.80万元,27,20230112
2020,1,192,302,3789,3789,魏牌VV7 GT PHEV,中型,SUV,8,25.68万元,27,20230112
2020,1,78,64,3458,3458,添越混动,中大型,SUV,8,238.50万元,27,20230112
2020,1,3,202,735,735,AMG S,大型,三厢,8,227.88-307.88万元,27,20230112
2020,1,48,90,3092,3092,江淮iEVA50,紧凑型,三厢,7,14.98-15.58万元,27,20230112
2020,1,77,68,2630,2630,保时捷718,,跑车,7,56.50-157.80万元,27,20230112
2020,1,10,253,3527,3527,领界EV,紧凑型,SUV,7,17.98-19.28万元,27,20230112
2020,1,107,201,2039,2039,艾菲,中型,MPV,7,13.98万元,27,20230112
2020,1,90,24,2520,2520,雷克萨斯LC,,跑车,6,115.50-129.80万元,27,20230112
2020,1,4,235,583,583,宝马M3,中型,三厢,6,84.99-91.39万元,28,20230112
2020,1,189,308,4133,4133,长安之星5,,微面,5,3.89-4.09万元,28,20230112
2020,1,89,41,2300,2300,曜影,,跑车,5,520.00-620.00万元,28,20230112
2020,1,1,2,1730,1730,奥迪S5,中型,三厢,5,63.18-70.88万元,28,20230112
2020,1,75,29,576,576,Vantage,,跑车,5,175.80-216.80万元,28,20230112
2020,1,243,369,2928,2928,LITE,微型,两厢,5,11.08-12.68万元,28,20230112
2020,1,305,437,4035,4035,开沃D07,,微面,4,10.48-10.88万元,28,20230112
2020,1,27,50,4125,4125,北汽EC100,微型,两厢,4,7.18-7.58万元,28,20230112
2020,1,1,234,1614,1614,奥迪RS 7,中大型,轿跑,4,146.88万元,28,20230112
2020,1,1,234,534,534,奥迪R8,,跑车,4,232.38万元,28,20230112
2020,1,20,101,18,18,索纳塔,中型,三厢,4,16.18-20.58万元,28,20230112
2020,1,85,70,1563,1563,捷豹F-Type,,跑车,4,58.20-67.68万元,28,20230112
2020,1,301,432,4012,4012,悦虎,小型,SUV,4,7.18-8.28万元,28,20230112
2020,1,82,37,2964,2964,Portofino,,跑车,4,268.80万元,28,20230112
2020,1,241,367,3468,3468,国机智骏GC2,微型,两厢,3,6.58-8.18万元,28,20230112
2020,1,94,65,2968,2968,揽胜运动版混动,中大型,SUV,3,135.80万元,28,20230112
