年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2022,9,9,175,1778,1778,YARiS L致炫,小型,两厢,7319,8.58-10.38万元,4,20230112
2022,9,9,175,4477,4477,赛那SIENNA,中大型,MPV,7191,30.98-40.58万元,4,20230112
2022,9,341,475,4119,4119,坦克300,紧凑型,SUV,7107,19.88-30.28万元,4,20230112
2022,9,8,58,64,64,君威,中型,三厢,7062,19.68-24.98万元,5,20230112
2022,9,13,244,2079,2079,沃尔沃XC60,中型,SUV,6888,37.39-47.49万元,5,20230112
2022,9,20,101,745,745,现代ix35,紧凑型,SUV,6748,12.98-15.58万元,5,20230112
2022,9,65,127,4392,4392,五菱星辰,紧凑型,SUV,6651,6.98-10.98万元,5,20230112
2022,9,32,198,2325,2325,吉利博越,紧凑型,SUV,6602,9.18-14.28万元,5,20230112
2022,9,362,358,4518,4518,QQ冰淇淋,微型,两厢,6566,3.99-5.75万元,5,20230112
2022,9,132,223,4060,4060,长安欧尚X5,紧凑型,SUV,6453,6.99-10.99万元,5,20230112
2022,9,26,89,1436,1436,比亚迪秦EV,紧凑型,三厢,6452,12.99-17.48万元,5,20230112
2022,9,1,69,1605,1605,奥迪Q3,紧凑型,SUV,6378,27.88-32.62万元,5,20230112
2022,9,26,89,4546,4546,驱逐舰05,紧凑型,三厢,6373,12.18-15.78万元,5,20230112
2022,9,8,58,4382,4382,昂科威Plus,中型,SUV,6359,23.59-30.99万元,5,20230112
2022,9,2,75,1619,1619,缤智,小型,SUV,6242,12.78-17.68万元,5,20230112
2022,9,1,69,1933,1933,奥迪A3,紧凑型,掀背,6192,20.31-24.97万元,5,20230112
2022,9,6,30,3216,3216,探岳,中型,SUV,6187,20.49-25.99万元,5,20230112
2022,9,9,175,632,632,汉兰达,中型,SUV,6026,26.88-34.88万元,5,20230112
2022,9,2,135,3144,3144,英仕派,中型,三厢,5974,17.99-25.59万元,5,20230112
2022,9,233,354,3386,3386,捷达VS5,紧凑型,SUV,5887,8.68-11.58万元,5,20230112
2022,9,65,127,3381,3381,五菱宏光V,,微面,5821,4.48-5.18万元,5,20230112
2022,9,2,75,4601,4601,型格,紧凑型,三厢,5760,12.99-18.69万元,5,20230112
2022,9,136,230,2884,2884,哈弗M6,紧凑型,SUV,5733,7.19-9.29万元,5,20230112
2022,9,132,223,4697,4697,长安欧尚Z6,紧凑型,SUV,5664,9.99-12.99万元,6,20230112
2022,9,57,182,3248,3248,荣威i5,紧凑型,三厢,5613,6.79-9.99万元,6,20230112
2022,9,377,511,4599,4599,问界M5,中型,SUV,5281,25.98-33.18万元,6,20230112
2022,9,3,164,3774,3774,奔驰GLB,紧凑型,SUV,5246,29.09-36.48万元,6,20230112
2022,9,57,182,2507,2507,荣威RX5,紧凑型,SUV,5204,9.33-15.59万元,6,20230112
2022,9,217,335,3892,3892,零跑T03,微型,两厢,5165,8.25-9.95万元,6,20230112
2022,9,54,74,4773,4773,瑞虎8 PRO,中型,SUV,5104,12.69-17.19万元,6,20230112
2022,9,3,164,3136,3136,奔驰A级,紧凑型,三厢,5080,21.48-26.48万元,6,20230112
2022,9,15,189,1847,1847,昂克赛拉,紧凑型,两厢,5046,11.59-18.99万元,6,20230112
2022,9,217,335,3407,3407,零跑C11,中型,SUV,5028,18.58-23.98万元,6,20230112
2022,9,65,127,4893,4893,五菱佳辰,紧凑型,MPV,4981,6.88-9.98万元,6,20230112
2022,9,2,135,2045,2045,XR-V,小型,SUV,4895,13.29-15.29万元,6,20230112
2022,9,112,206,2514,2514,传祺GS8,中型,SUV,4889,18.68-26.98万元,6,20230112
2022,9,220,338,4368,4368,哪吒U,紧凑型,SUV,4888,13.58-17.58万元,6,20230112
2022,9,26,89,4593,4593,海豹,中型,三厢,4860,21.28-28.98万元,6,20230112
2022,9,41,7,4286,4286,红旗E-QM5,中型,三厢,4856,12.28-23.98万元,6,20230112
2022,9,209,327,4218,4218,捷途X70 PLUS,中型,SUV,4828,8.99-13.89万元,6,20230112
2022,9,10,144,677,677,蒙迪欧,中型,三厢,4805,15.98-21.88万元,6,20230112
2022,9,2,75,2519,2519,冠道,中型,SUV,4709,22.48-33.28万元,6,20230112
2022,9,26,89,4106,4106,宋PLUS EV,紧凑型,SUV,4620,18.68-20.38万元,6,20230112
2022,9,203,320,3418,3418,小鹏汽车P7,中型,三厢,4598,23.99-28.59万元,7,20230112
2022,9,112,206,2380,2380,传祺M8,中大型,MPV,4473,17.98-36.98万元,7,20230112
2022,9,21,157,2487,2487,XT5,中型,SUV,4354,33.27-45.27万元,7,20230112
2022,9,2,75,88,88,飞度,小型,两厢,4301,8.18-10.88万元,7,20230112
2022,9,221,340,4122,4122,欧拉好猫,小型,两厢,4128,12.99-17.10万元,7,20230112
2022,9,20,101,2297,2297,途胜L,紧凑型,SUV,4123,16.18-22.58万元,7,20230112
2022,9,8,58,4112,4112,昂科威S,中型,SUV,4115,20.99-27.99万元,7,20230112
2022,9,187,296,2863,2863,领克03,紧凑型,三厢,4112,13.78-25.68万元,7,20230112
2022,9,6,30,4200,4200,ID.4 CROZZ,紧凑型,SUV,4075,19.39-29.39万元,7,20230112
2022,9,247,373,3362,3362,几何A,紧凑型,三厢,3967,12.68-20.78万元,7,20230112
2022,9,28,55,3920,3920,长安UNI-T,紧凑型,SUV,3871,11.59-14.99万元,7,20230112
2022,9,32,198,3176,3176,吉利缤瑞,紧凑型,三厢,3799,9.48-10.98万元,7,20230112
2022,9,9,76,4316,4316,皇冠陆放,中型,SUV,3728,27.58-35.28万元,7,20230112
2022,9,112,206,2136,2136,传祺GS4,紧凑型,SUV,3719,8.98-14.68万元,7,20230112
2022,9,8,58,3103,3103,微蓝6纯电,紧凑型,两厢,3680,17.79-19.69万元,7,20230112
2022,9,9,76,4607,4607,凌放HARRIER,中型,SUV,3670,21.18-29.78万元,7,20230112
2022,9,176,292,3338,3338,蔚来ES6,中型,SUV,3667,38.60-55.40万元,7,20230112
2022,9,90,24,267,267,雷克萨斯RX,中大型,SUV,3636,40.50-80.10万元,7,20230112
2022,9,137,231,3641,3641,北京EU5,紧凑型,三厢,3622,10.99-17.19万元,7,20230112
2022,9,24,184,981,981,名爵5,紧凑型,三厢,3619,6.79-9.99万元,7,20230112
2022,9,187,296,3894,3894,领克06,小型,SUV,3602,11.86-13.98万元,8,20230112
2022,9,54,74,2494,2494,瑞虎7,紧凑型,SUV,3596,8.69-11.29万元,8,20230112
2022,9,21,157,3218,3218,XT4,紧凑型,SUV,3536,26.17-35.47万元,8,20230112
2022,9,125,207,3425,3425,启辰D60 EV,紧凑型,三厢,3516,13.98-15.81万元,8,20230112
2022,9,132,223,4401,4401,欧尚X7 PLUS,紧凑型,SUV,3493,7.99-13.39万元,8,20230112
2022,9,112,206,4472,4472,传祺GS4 PLUS,紧凑型,SUV,3486,12.68-14.98万元,8,20230112
2022,9,112,206,3287,3287,传祺M6,紧凑型,MPV,3482,10.98-15.98万元,8,20230112
2022,9,9,76,61,61,威驰,小型,三厢,3464,7.38-9.48万元,8,20230112
2022,9,28,55,1765,1765,长安CS75,紧凑型,SUV,3462,10.29-11.99万元,8,20230112
2022,9,211,458,4263,4263,花仙子,微型,两厢,3449,6.69-9.09万元,8,20230112
2022,9,6,40,2629,2629,途昂,中大型,SUV,3443,29.50-40.50万元,8,20230112
2022,9,6,30,765,765,一汽-大众CC,中型,三厢,3436,24.99-29.99万元,8,20230112
2022,9,112,206,4227,4227,影豹,紧凑型,三厢,3417,9.83-14.80万元,8,20230112
2022,9,2,75,87,87,奥德赛,中型,MPV,3318,23.58-43.98万元,8,20230112
2022,9,54,74,2323,2323,艾瑞泽5,紧凑型,三厢,3270,5.99-8.58万元,8,20230112
2022,9,377,511,4880,4880,问界M7,中型,SUV,3254,31.98-37.98万元,8,20230112
2022,9,93,385,3591,3591,冒险家,紧凑型,SUV,3248,24.58-34.58万元,8,20230112
2022,9,233,354,3385,3385,捷达VA3,紧凑型,三厢,3168,6.58-9.28万元,8,20230112
2022,9,6,40,4225,4225,ID.4 X,紧凑型,SUV,3085,18.93-29.29万元,8,20230112
2022,9,22,153,2459,2459,迈锐宝XL,中型,三厢,3066,17.59-21.99万元,8,20230112
2022,9,6,30,3665,3665,揽境,中大型,SUV,3038,29.99-40.79万元,9,20230112
2022,9,13,244,2705,2705,沃尔沃S90,中大型,三厢,3002,40.69-50.59万元,9,20230112
2022,9,8,58,388,388,君越,中型,三厢,2982,21.98-28.98万元,9,20230112
2022,9,176,292,3446,3446,蔚来ET7,中型,三厢,2965,45.80-53.60万元,9,20230112
2022,9,397,531,4560,4560,长安深蓝SL03,中型,掀背,2949,17.19-69.99万元,9,20230112
2022,9,2,135,1528,1528,艾力绅,中型,MPV,2944,27.98-33.18万元,9,20230112
2022,9,6,30,4367,4367,ID.6 CROZZ,中大型,SUV,2944,25.89-33.69万元,9,20230112
2022,9,247,373,4871,4871,几何E,小型,SUV,2933,8.68-13.18万元,9,20230112
2022,9,3,8,2180,2180,奔驰GLE级,中大型,SUV,2910,69.98-88.05万元,9,20230112
2022,9,125,207,4452,4452,启辰大V,紧凑型,SUV,2908,9.98-14.28万元,9,20230112
2022,9,28,55,3271,3271,长安CS35 PLUS,小型,SUV,2904,6.99-10.99万元,9,20230112
2022,9,32,198,2606,2606,吉利远景X6,紧凑型,SUV,2869,7.59-8.99万元,9,20230112
2022,9,1,69,3225,3225,奥迪Q2L,小型,SUV,2799,22.88-26.88万元,9,20230112
2022,9,341,475,4432,4432,坦克500,中型,SUV,2773,33.50-39.50万元,9,20230112
2022,9,54,74,4181,4181,瑞虎8 PLUS,中型,SUV,2771,12.49-16.99万元,9,20230112
2022,9,276,406,4482,4482,宝骏KiWi EV,微型,两厢,2765,7.78-10.28万元,9,20230112
2022,9,32,198,3652,3652,吉利ICON,小型,SUV,2721,10.99-12.99万元,9,20230112
2022,9,10,144,4064,4064,探险者,中大型,SUV,2670,30.98-37.98万元,9,20230112
2022,9,57,182,3874,3874,科莱威CLEVER,微型,两厢,2665,6.80万元,9,20230112
2022,9,136,230,4509,4509,哈弗神兽,紧凑型,SUV,2664,13.00-16.70万元,9,20230112
2022,9,12,94,4780,4780,奇骏·荣耀,紧凑型,SUV,2627,18.93-19.28万元,10,20230112
2022,9,337,472,4345,4345,东风新能源EX1,小型,SUV,2623,6.47-7.17万元,10,20230112
2022,9,65,127,698,698,五菱荣光,,微面,2588,5.10-5.76万元,10,20230112
2022,9,66,177,429,429,奔腾B70,中型,三厢,2523,10.59-14.49万元,10,20230112
2022,9,199,316,5139,5139,骏行,紧凑型,三厢,2468,15.98万元,10,20230112
2022,9,33,194,3429,3429,奕炫,紧凑型,三厢,2466,6.49-9.39万元,10,20230112
2022,9,3,8,305,305,奔驰S级,大型,三厢,2466,94.68-184.53万元,10,20230112
2022,9,10,253,4657,4657,领睿,中型,SUV,2449,13.98-16.98万元,10,20230112
2022,9,66,177,4285,4285,奔腾NAT,中型,MPV,2433,14.78-16.48万元,10,20230112
2022,9,6,40,3795,3795,威然,中大型,MPV,2430,28.98-40.28万元,10,20230112
2022,9,54,74,3074,3074,瑞虎8,中型,SUV,2371,9.58-16.89万元,10,20230112
2022,9,203,320,4305,4305,小鹏汽车P5,紧凑型,三厢,2340,17.99-22.59万元,10,20230112
2022,9,77,68,917,917,Macan,中型,SUV,2296,57.30-85.30万元,10,20230112
2022,9,33,194,4813,4813,皓极,中型,SUV,2255,12.69-14.69万元,10,20230112
2022,9,65,127,58,58,五菱之光,,微面,2230,3.51-3.68万元,10,20230112
2022,9,187,296,2673,2673,领克01,紧凑型,SUV,2225,17.98-20.68万元,10,20230112
2022,9,97,93,403,403,MINI,小型,两厢,2218,19.98-37.83万元,10,20230112
2022,9,54,74,2916,2916,瑞虎5x,小型,SUV,2201,6.99-10.19万元,10,20230112
2022,9,33,194,4480,4480,奕炫MAX,紧凑型,三厢,2153,9.39-13.79万元,10,20230112
2022,9,22,153,2788,2788,探界者,中型,SUV,2150,16.99-23.99万元,10,20230112
2022,9,6,40,4471,4471,大众ID.3,紧凑型,两厢,2144,14.99-19.19万元,11,20230112
2022,9,10,144,3417,3417,锐际,紧凑型,SUV,2121,16.98-22.18万元,11,20230112
2022,9,4,120,3659,3659,宝马X2,紧凑型,SUV,2089,28.58-33.29万元,11,20230112
2022,9,12,94,253,253,骐达,紧凑型,两厢,2088,9.99-13.59万元,11,20230112
2022,9,10,144,2091,2091,锐界,中型,SUV,2085,22.98-30.98万元,11,20230112
2022,9,2,75,1327,1327,凌派,紧凑型,三厢,2069,10.98-16.98万元,11,20230112
2022,9,32,198,4947,4947,帝豪L 雷神Hi·P,紧凑型,三厢,2067,12.98-16.88万元,11,20230112
2022,9,8,58,3723,3723,昂科旗,中大型,SUV,2059,29.99-35.99万元,11,20230112
2022,9,3,164,2179,2179,奔驰GLA级,紧凑型,SUV,2025,28.78-34.48万元,11,20230112
2022,9,26,89,4077,4077,比亚迪唐EV,中型,SUV,2022,28.28-34.28万元,11,20230112
2022,9,233,354,3732,3732,捷达VS7,中型,SUV,2011,10.49-13.59万元,11,20230112
2022,9,9,175,4603,4603,威飒,中型,SUV,2005,21.68-30.38万元,11,20230112
2022,9,20,101,545,545,全新悦动,紧凑型,三厢,2003,8.49-11.59万元,11,20230112
2022,9,5,134,721,721,标致408,紧凑型,三厢,2002,10.57-15.97万元,11,20230112
2022,9,57,182,2682,2682,荣威eRX5混动,紧凑型,SUV,2001,15.28-17.09万元,11,20230112
2022,9,32,198,3908,3908,豪越,中型,SUV,1965,10.36-14.26万元,11,20230112
2022,9,4,120,2716,2716,宝马1系,紧凑型,三厢,1928,20.58-24.99万元,11,20230112
2022,9,32,198,4365,4365,帝豪S,紧凑型,SUV,1889,8.49-10.89万元,11,20230112
2022,9,93,385,4739,4739,林肯Z,中型,三厢,1880,25.18-34.08万元,11,20230112
2022,9,201,318,3943,3943,AION V Plus,紧凑型,SUV,1872,18.76-26.98万元,11,20230112
2022,9,2,135,2678,2678,UR-V,中型,SUV,1870,24.68-32.98万元,12,20230112
2022,9,77,68,372,372,卡宴,中大型,SUV,1844,92.30-244.80万元,12,20230112
2022,9,176,292,4818,4818,蔚来ES7,中大型,SUV,1838,46.80-54.80万元,12,20230112
2022,9,209,327,4720,4720,捷途大圣,紧凑型,SUV,1829,9.99-13.59万元,12,20230112
2022,9,3,164,3775,3775,奔驰E级混动,中大型,三厢,1805,52.23万元,12,20230112
2022,9,21,157,3523,3523,XT6,中大型,SUV,1801,39.27-55.42万元,12,20230112
2022,9,13,35,238,238,沃尔沃XC90,中大型,SUV,1795,63.89-78.19万元,12,20230112
2022,9,23,57,4395,4395,凡尔赛C5 X,中型,掀背,1785,14.37-18.67万元,12,20230112
2022,9,12,94,4696,4696,e-POWER轩逸,紧凑型,三厢,1781,13.89-17.49万元,12,20230112
2022,9,4,120,4118,4118,宝马iX3,中型,SUV,1776,39.99-43.99万元,12,20230112
2022,9,9,76,2979,2979,奕泽IZOA,小型,SUV,1747,14.98-18.98万元,12,20230112
2022,9,258,384,4427,4427,合创Z03,紧凑型,SUV,1704,13.48-18.28万元,12,20230112
2022,9,3,8,2263,2263,奔驰GLS级,大型,SUV,1694,106.80-136.02万元,12,20230112
2022,9,13,244,1843,1843,沃尔沃S60,中型,三厢,1689,29.69-38.49万元,12,20230112
2022,9,41,7,3904,3904,红旗H9,中大型,三厢,1671,30.98-86.00万元,12,20230112
2022,9,116,211,905,905,北京BJ40,紧凑型,SUV,1662,15.98-27.29万元,12,20230112
2022,9,54,74,2553,2553,瑞虎3x,小型,SUV,1651,4.99-6.99万元,12,20230112
2022,9,13,244,3402,3402,沃尔沃XC40,紧凑型,SUV,1647,26.98-35.48万元,12,20230112
2022,9,17,54,643,643,福瑞迪,紧凑型,三厢,1645,8.08-10.48万元,12,20230112
2022,9,6,30,3635,3635,探影,小型,SUV,1604,11.59-16.09万元,12,20230112
2022,9,180,300,4451,4451,威马E.5,中型,三厢,1603,16.01-19.01万元,13,20230112
2022,9,9,175,3030,3030,C-HR,小型,SUV,1597,14.18-19.08万元,13,20230112
2022,9,6,40,567,567,POLO,小型,两厢,1591,9.09-12.49万元,13,20230112
2022,9,4,1,1811,1811,宝马2系,紧凑型,三厢,1590,26.98-41.98万元,13,20230112
2022,9,6,30,4041,4041,探岳X,中型,SUV,1577,23.29-29.58万元,13,20230112
2022,9,90,24,1808,1808,雷克萨斯NX,中型,SUV,1568,31.88-54.88万元,13,20230112
2022,9,9,22,862,862,埃尔法,中大型,MPV,1567,83.90-92.80万元,13,20230112
2022,9,18,226,2624,2624,欧蓝德,紧凑型,SUV,1563,15.98-22.98万元,13,20230112
2022,9,9,76,4256,4256,亚洲狮,紧凑型,三厢,1560,14.18-17.98万元,13,20230112
2022,9,112,206,2787,2787,传祺GS3,小型,SUV,1522,8.48-10.28万元,13,20230112
2022,9,34,61,46,46,菱智,中型,MPV,1509,5.99-9.99万元,13,20230112
2022,9,9,76,2729,2729,威驰FS,小型,两厢,1508,8.58-9.28万元,13,20230112
2022,9,54,74,4251,4251,艾瑞泽5 PLUS,紧凑型,三厢,1496,6.99-9.99万元,13,20230112
2022,9,20,101,4226,4226,库斯途,中大型,MPV,1492,16.98-21.88万元,13,20230112
2022,9,8,58,3399,3399,昂科拉GX,紧凑型,SUV,1468,15.59-18.59万元,13,20230112
2022,9,32,198,2493,2493,帝豪EV,紧凑型,三厢,1466,14.68-16.98万元,13,20230112
2022,9,247,373,3945,3945,几何C,紧凑型,SUV,1465,12.98-20.78万元,13,20230112
2022,9,209,327,4413,4413,捷途X90 PLUS,中型,SUV,1465,10.09-14.29万元,13,20230112
2022,9,4,1,335,335,宝马7系,大型,三厢,1456,82.80-261.20万元,13,20230112
2022,9,225,344,3274,3274,理想ONE,中大型,SUV,1455,34.98万元,13,20230112
2022,9,15,189,1725,1725,CX-5,紧凑型,SUV,1454,17.58-24.58万元,14,20230112
2022,9,3,204,2597,2597,奔驰V级,中大型,MPV,1451,47.88-64.68万元,14,20230112
2022,9,93,385,4262,4262,航海家,中型,SUV,1446,32.88-47.88万元,14,20230112
2022,9,17,54,859,859,智跑,紧凑型,SUV,1419,13.98-15.78万元,14,20230112
2022,9,77,68,615,615,Panamera,大型,掀背,1419,99.80-247.60万元,14,20230112
2022,9,94,270,2083,2083,揽胜极光,中型,SUV,1408,38.98-47.58万元,14,20230112
2022,9,317,450,4680,4680,梦想家,中大型,MPV,1403,36.99-68.99万元,14,20230112
2022,9,6,30,3631,3631,迈腾GTE,中型,三厢,1389,23.79-25.29万元,14,20230112
2022,9,10,144,332,332,福克斯,紧凑型,三厢,1384,11.98-14.58万元,14,20230112
2022,9,94,65,213,213,卫士,中大型,SUV,1365,71.80-169.80万元,14,20230112
2022,9,3,204,828,828,奔驰威霆,中大型,MPV,1355,29.38-34.78万元,14,20230112
2022,9,65,127,2857,2857,五菱宏光S3,中型,SUV,1342,6.01-8.28万元,14,20230112
2022,9,10,144,1695,1695,福睿斯,紧凑型,三厢,1331,9.08-11.68万元,14,20230112
2022,9,28,55,2101,2101,逸动EV,紧凑型,三厢,1330,14.99-15.99万元,14,20230112
2022,9,4,1,1556,1556,宝马4系,中型,三厢,1324,37.39-56.69万元,14,20230112
2022,9,28,55,3721,3721,锐程CC,中型,三厢,1306,9.79-11.29万元,14,20230112
2022,9,94,270,3909,3909,发现运动版,中型,SUV,1306,35.68-45.58万元,14,20230112
2022,9,9,175,4242,4242,凌尚,紧凑型,三厢,1303,13.98-15.88万元,14,20230112
2022,9,57,182,4540,4540,荣威i6 MAX EV,紧凑型,三厢,1300,15.28-18.18万元,14,20230112
2022,9,65,127,4095,4095,五菱凯捷,紧凑型,MPV,1297,8.58-12.58万元,14,20230112
2022,9,176,292,2825,2825,蔚来ES8,中大型,SUV,1257,49.60-65.60万元,15,20230112
2022,9,28,55,4191,4191,长安UNI-K,中型,SUV,1231,14.59-18.49万元,15,20230112
2022,9,34,61,2518,2518,风行S50EV,紧凑型,三厢,1229,13.19-15.99万元,15,20230112
2022,9,42,286,1785,1785,金杯小海狮X30,,微面,1226,3.39-5.19万元,15,20230112
2022,9,203,320,2983,2983,小鹏汽车G3,紧凑型,SUV,1204,16.89-20.19万元,15,20230112
2022,9,4,1,1613,1613,宝马X4,中型,SUV,1197,46.19-65.99万元,15,20230112
2022,9,57,182,2960,2960,荣威Ei5,紧凑型,旅行车,1189,15.28-16.68万元,15,20230112
2022,9,136,230,4335,4335,哈弗赤兔,紧凑型,SUV,1188,9.98-13.88万元,15,20230112
2022,9,136,230,4418,4418,哈弗酷狗,紧凑型,SUV,1179,12.38-14.98万元,15,20230112
2022,9,33,194,1939,1939,风神AX7,紧凑型,SUV,1162,10.69-11.39万元,15,20230112
2022,9,4,1,1941,1941,宝马X7,大型,SUV,1162,100.00-172.90万元,15,20230112
2022,9,4,120,3017,3017,宝马5系混动,中大型,三厢,1137,49.99-53.69万元,15,20230112
2022,9,22,153,2611,2611,科沃兹,紧凑型,三厢,1119,8.39-9.99万元,15,20230112
2022,9,6,40,3283,3283,帕萨特混动,中型,三厢,1119,23.32-24.22万元,15,20230112
2022,9,226,347,4830,4830,富康ES600,紧凑型,三厢,1108,15.38-16.38万元,15,20230112
2022,9,6,40,3482,3482,途昂X,中大型,SUV,1089,28.50-39.50万元,15,20230112
2022,9,21,157,2166,2166,CT6,中大型,三厢,1072,39.97-48.97万元,15,20230112
2022,9,34,61,4258,4258,风行T5 EVO,紧凑型,SUV,1068,10.39-13.69万元,15,20230112
2022,9,189,308,3524,3524,睿行M60,,微面,1064,5.59-6.62万元,15,20230112
2022,9,8,58,4132,4132,微蓝6混动,紧凑型,两厢,1061,16.16-18.66万元,15,20230112
2022,9,21,157,4033,4033,凯迪拉克CT4,中型,三厢,1048,23.57-25.97万元,16,20230112
2022,9,2,135,4139,4139,LIFE,小型,两厢,1037,9.78-11.28万元,16,20230112
2022,9,85,285,2953,2953,捷豹XEL,中型,三厢,1037,29.98-32.68万元,16,20230112
2022,9,6,4,356,356,途锐,中大型,SUV,1026,53.38-78.28万元,16,20230112
2022,9,65,127,3716,3716,五菱宏光PLUS,紧凑型,MPV,1020,5.88-7.98万元,16,20230112
2022,9,24,184,4914,4914,MG5天蝎座,紧凑型,三厢,1009,10.29-11.79万元,16,20230112
2022,9,6,40,4321,4321,ID.6 X,中大型,SUV,1006,25.33-33.89万元,16,20230112
2022,9,1,2,237,237,奥迪A8,大型,三厢,1004,82.98-197.18万元,16,20230112
2022,9,54,74,4459,4459,欧萌达,紧凑型,SUV,1003,9.29-12.69万元,16,20230112
2022,9,3,8,1414,1414,奔驰CLA级,紧凑型,三厢,1002,29.98-38.98万元,16,20230112
2022,9,34,61,4651,4651,风行·游艇,中型,MPV,998,11.99-15.69万元,16,20230112
2022,9,2,75,5003,5003,致在,紧凑型,SUV,994,15.99-19.59万元,16,20230112
2022,9,307,439,4040,4040,凌宝BOX,微型,两厢,990,4.18-6.88万元,16,20230112
2022,9,176,292,3906,3906,蔚来EC6,中型,SUV,969,39.60-55.40万元,16,20230112
2022,9,17,54,1548,1548,起亚K3,紧凑型,三厢,966,10.98-13.18万元,16,20230112
2022,9,57,182,3472,3472,荣威RX5 MAX,紧凑型,SUV,963,12.98-16.58万元,16,20230112
2022,9,3,399,2092,2092,迈巴赫S级,大型,三厢,956,146.80-524.10万元,16,20230112
2022,9,235,357,4219,4219,星途凌云,中型,SUV,954,14.79-18.29万元,16,20230112
2022,9,3,8,301,301,奔驰E级（进口）,中大型,三厢,953,44.80-66.40万元,16,20230112
2022,9,1,69,4260,4260,奥迪Q5L Sportback,中型,SUV,953,42.68-49.99万元,16,20230112
2022,9,396,530,1994,1994,瑞风M3,紧凑型,MPV,952,6.58-9.48万元,17,20230112
2022,9,85,285,2554,2554,捷豹XFL,中大型,三厢,935,39.98-49.98万元,17,20230112
2022,9,329,466,4292,4292,智己L7,中大型,三厢,914,33.88-57.88万元,17,20230112
2022,9,24,184,660,660,名爵6,紧凑型,掀背,908,10.38-13.98万元,17,20230112
2022,9,137,231,4716,4716,北京 魔方,紧凑型,SUV,908,9.99-15.39万元,17,20230112
2022,9,303,434,4844,4844,枫叶60s,紧凑型,三厢,901,7.98-14.98万元,17,20230112
2022,9,301,432,4012,4012,悦虎,小型,SUV,898,7.18-8.28万元,17,20230112
2022,9,303,434,5001,5001,睿蓝汽车X3 PRO,小型,SUV,889,4.99-6.79万元,17,20230112
2022,9,15,189,4052,4052,马自达CX-30,小型,SUV,885,12.99-19.99万元,17,20230112
2022,9,17,54,3134,3134,奕跑,小型,SUV,884,6.98-8.38万元,17,20230112
2022,9,4,1,416,416,宝马5系（进口）,中大型,三厢,869,42.99-60.99万元,17,20230112
2022,9,1,69,4277,4277,奥迪Q3 Sportback,紧凑型,SUV,866,28.93-36.18万元,17,20230112
2022,9,326,461,4104,4104,飞凡ER6,紧凑型,三厢,864,15.98-18.48万元,17,20230112
2022,9,136,230,1958,1958,哈弗H9,中大型,SUV,855,21.48-27.98万元,17,20230112
2022,9,8,58,2794,2794,别克GL6,紧凑型,MPV,849,14.99-16.99万元,17,20230112
2022,9,34,61,3125,3125,风行T5,紧凑型,SUV,832,6.89-12.30万元,17,20230112
2022,9,1,2,389,389,奥迪Q7,中大型,SUV,832,63.28-80.48万元,17,20230112
2022,9,28,55,4473,4473,UNI-K iDD,中型,SUV,829,18.29-19.89万元,17,20230112
2022,9,17,54,2086,2086,起亚KX3傲跑,小型,SUV,829,10.88-13.68万元,17,20230112
2022,9,12,94,2775,2775,劲客,小型,SUV,818,11.98-13.78万元,17,20230112
2022,9,26,89,3548,3548,比亚迪e2,紧凑型,两厢,818,9.58-14.58万元,18,20230112
2022,9,157,264,3899,3899,炫界,紧凑型,SUV,801,5.39-12.98万元,18,20230112
2022,9,24,184,4513,4513,MG ONE,紧凑型,SUV,801,9.98-12.98万元,18,20230112
2022,9,187,296,3396,3396,领克05,紧凑型,SUV,797,17.58-26.18万元,18,20230112
2022,9,167,279,4208,4208,风光500,紧凑型,SUV,791,6.18-8.58万元,18,20230112
2022,9,6,40,3277,3277,T-Cross途铠,小型,SUV,782,11.59-16.09万元,18,20230112
2022,9,41,7,2735,2735,红旗HS7,中大型,SUV,765,27.58-46.33万元,18,20230112
2022,9,33,194,4002,4002,奕炫GS,紧凑型,SUV,763,7.49-9.69万元,18,20230112
2022,9,94,65,741,741,揽胜运动版,中大型,SUV,762,90.80-189.80万元,18,20230112
2022,9,192,302,4553,4553,拿铁DHT-PHEV,紧凑型,SUV,752,22.90-26.30万元,18,20230112
2022,9,4,1,2691,2691,宝马6系GT,中大型,掀背,748,58.89-68.89万元,18,20230112
2022,9,19,183,3072,3072,柯米克,小型,SUV,747,11.19-11.99万元,18,20230112
2022,9,167,279,2453,2453,风光580,中型,SUV,746,7.99-12.99万元,18,20230112
2022,9,189,308,1282,1282,欧诺S,,微面,739,4.69-5.44万元,18,20230112
2022,9,132,223,4807,4807,长安欧尚Z6 PHEV,紧凑型,SUV,735,15.58-17.58万元,18,20230112
2022,9,194,311,4129,4129,ARCFOX αS,中大型,SUV,728,22.38-42.99万元,18,20230112
2022,9,273,404,4498,4498,鑫源X30,,微面,718,4.48-4.98万元,18,20230112
2022,9,211,458,4159,4159,思皓E50A,紧凑型,掀背,707,15.29-18.98万元,18,20230112
2022,9,26,89,3311,3311,比亚迪宋MAX DM-i,紧凑型,MPV,704,14.78-17.48万元,18,20230112
2022,9,19,183,457,457,明锐,紧凑型,掀背,696,10.99-15.49万元,18,20230112
2022,9,136,230,3764,3764,哈弗H6S,紧凑型,SUV,690,13.89-16.49万元,19,20230112
2022,9,22,153,1572,1572,创酷,小型,SUV,688,10.99-12.89万元,19,20230112
