品牌名称,品牌ID,状态,车系名称,车系ID,年款,车型,车型ID,经销商报价,车主参考价,指导价,dt
宝马,4,停售,宝马5系PHEV,147,2018,530Le 豪华套装,26192,49.69万,47.64万,49.69万,2023/1/5
宝马,4,停售,宝马5系PHEV,147,2017,530Le,2045,69.86万,暂无报价,69.86万,2023/1/5
宝马,4,停售,宝马5系PHEV,147,2015,530Le,2046,69.86万,暂无报价,69.86万,2023/1/5
长安,35,在售,长安UNI-K iDD,5216,2022,蓝鲸iDD 1.5T 卓越型 ,60169,18.29万,17.69万,18.29万,2023/1/5
长安,35,在售,长安UNI-K iDD,5216,2022,蓝鲸iDD 1.5T 尊贵型,54522,19.89万,19.15万,19.89万,2023/1/5
长安,35,2022款,长安UNI-K iDD,5216,2022,蓝鲸iDD 1.5T 卓越型 ,60169,18.29万,17.69万,18.29万,2023/1/5
长安,35,2022款,长安UNI-K iDD,5216,2022,蓝鲸iDD 1.5T 尊贵型,54522,19.89万,19.15万,19.89万,2023/1/5
比亚迪,16,在售,宋MAX DM-i,2887,2022,DM-i 51KM 豪华型,60289,14.78万,暂无报价,14.78万,2023/1/5
比亚迪,16,在售,宋MAX DM-i,2887,2022,DM-i 51KM 尊贵型,60290,15.48万,暂无报价,15.48万,2023/1/5
比亚迪,16,在售,宋MAX DM-i,2887,2022,DM-i 105KM 尊荣型,60291,15.78万,15.84万,15.78万,2023/1/5
比亚迪,16,在售,宋MAX DM-i,2887,2022,DM-i 105KM 旗舰型,60292,16.48万,16.27万,16.48万,2023/1/5
比亚迪,16,在售,宋MAX DM-i,2887,2022,DM-i 105KM 行政版,59598,17.48万,17.23万,17.48万,2023/1/5
比亚迪,16,2022款,宋MAX DM-i,2887,2022,DM-i 51KM 豪华型,60289,14.78万,暂无报价,14.78万,2023/1/5
比亚迪,16,2022款,宋MAX DM-i,2887,2022,DM-i 51KM 尊贵型,60290,15.48万,暂无报价,15.48万,2023/1/5
比亚迪,16,2022款,宋MAX DM-i,2887,2022,DM-i 105KM 尊荣型,60291,15.78万,15.84万,15.78万,2023/1/5
比亚迪,16,2022款,宋MAX DM-i,2887,2022,DM-i 105KM 旗舰型,60292,16.48万,16.27万,16.48万,2023/1/5
比亚迪,16,2022款,宋MAX DM-i,2887,2022,DM-i 105KM 行政版,59598,17.48万,17.23万,17.48万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致尚型 6座 国V,35306,14.99万,14.46万,14.99万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致尚型 6座 国VI,35307,14.99万,14.91万,14.99万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致尚型 7座 国V,35308,14.99万,14.58万,14.99万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致尚型 7座 国VI,35309,14.99万,14.94万,14.99万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致进型 6座 国V,35310,16.29万,16.07万,16.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致进型 6座 国VI,35311,16.29万,16.24万,16.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致进型 7座 国V,35312,16.29万,16.05万,16.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致进型 7座 国VI,35313,16.29万,16.28万,16.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致雅型 6座 国V,35314,17.29万,17.08万,17.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致雅型 6座 国VI,35315,17.29万,17.28万,17.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致雅型 7座 国V,35316,17.29万,17.10万,17.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致雅型 7座 国VI,35317,17.29万,17.22万,17.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致享型 6座 国V,35318,18.29万,18.11万,18.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致享型 6座 国VI,35320,18.29万,18.30万,18.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致享型 7座 国V,35322,18.29万,18.13万,18.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致享型 7座 国VI,35324,18.29万,18.24万,18.29万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致耀型 6座 国V,35326,19.69万,19.39万,19.69万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致耀型 6座 国VI,35328,19.69万,19.67万,19.69万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致耀型 7座 国V,35330,19.69万,19.17万,19.69万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 智联致耀型 7座 国VI,35333,19.69万,19.61万,19.69万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 领航版 6座 国V,43807,21.49万,暂无报价,21.49万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 领航版 7座 国V,43808,21.49万,暂无报价,21.49万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 领航版 6座 国VI,43809,21.49万,暂无报价,21.49万,2023/1/5
比亚迪,16,停售,宋MAX DM-i,2887,2019,1.5T 领航版 7座 国VI,43810,21.49万,暂无报价,21.49万,2023/1/5
吉利汽车,73,在售,星越L 增程电动版,6086,2022,1.5T DHT增程电动至臻版,80262,23.97万,暂无报价,23.97万,2023/1/5
吉利汽车,73,在售,星越L 增程电动版,6086,2022,1.5T DHT增程电动旗舰版,76814,25.37万,24.00万,25.37万,2023/1/5
吉利汽车,73,2022款,星越L 增程电动版,6086,2022,1.5T DHT增程电动至臻版,80262,23.97万,暂无报价,23.97万,2023/1/5
吉利汽车,73,2022款,星越L 增程电动版,6086,2022,1.5T DHT增程电动旗舰版,76814,25.37万,24.00万,25.37万,2023/1/5
奥迪,2,在售,奥迪A6L PHEV,1707,2022,55 TFSI e quattro,76253,50.80万,43.30万,50.80万,2023/1/5
奥迪,2,2022款,奥迪A6L PHEV,1707,2022,55 TFSI e quattro,76253,50.80万,43.30万,50.80万,2023/1/5
奥迪,2,停售,奥迪A6L PHEV,1707,2020,55 TFSIe quattro,41428,50.80万,45.05万,50.80万,2023/1/5
奥迪,2,停售,奥迪A6L PHEV,1707,2018,40 e-tron,24788,45.48万,42.92万,45.48万,2023/1/5
魏牌,66,在售,拿铁DHT-PHEV,5335,2022,1.5T 两驱大杯,76153,22.90万,20.50万,22.90万,2023/1/5
魏牌,66,在售,拿铁DHT-PHEV,5335,2022,1.5T 两驱超大杯,76154,24.30万,24.30万,24.30万,2023/1/5
魏牌,66,在售,拿铁DHT-PHEV,5335,2022,1.5T 四驱超大杯,76155,26.30万,26.30万,26.30万,2023/1/5
魏牌,66,2022款,拿铁DHT-PHEV,5335,2022,1.5T 两驱大杯,76153,22.90万,20.50万,22.90万,2023/1/5
魏牌,66,2022款,拿铁DHT-PHEV,5335,2022,1.5T 两驱超大杯,76154,24.30万,24.30万,24.30万,2023/1/5
魏牌,66,2022款,拿铁DHT-PHEV,5335,2022,1.5T 四驱超大杯,76155,26.30万,26.30万,26.30万,2023/1/5
魏牌,66,未上市,拿铁DHT-PHEV,5335,2022,试装车,56310,暂无报价,暂无报价,暂无报价,2023/1/5
法拉利,44,在售,法拉利SF90,3726,2021,3.9T V8 Spider,49914,510.80万,530.00万,510.80万,2023/1/5
法拉利,44,在售,法拉利SF90,3726,2019,3.9T 标准版,37359,498.80万,400.00万,498.80万,2023/1/5
法拉利,44,2021款,法拉利SF90,3726,2021,3.9T V8 Spider,49914,510.80万,530.00万,510.80万,2023/1/5
法拉利,44,2019款,法拉利SF90,3726,2019,3.9T 标准版,37359,498.80万,400.00万,498.80万,2023/1/5
奔驰,3,在售,奔驰E级PHEV,2716,2023,E 350 e L 轿车,77775,52.23万,45.94万,52.23万,2023/1/5
奔驰,3,在售,奔驰E级PHEV,2716,2023,E 350 e L 运动轿车,77776,52.23万,45.50万,52.23万,2023/1/5
奔驰,3,在售,奔驰E级PHEV,2716,2022,三次改款 E 350 e L 轿车,75081,52.03万,47.43万,52.03万,2023/1/5
奔驰,3,在售,奔驰E级PHEV,2716,2022,三次改款 E 350 e L 运动轿车,75082,52.03万,47.70万,52.03万,2023/1/5
奔驰,3,2023款,奔驰E级PHEV,2716,2023,E 350 e L 轿车,77775,52.23万,45.94万,52.23万,2023/1/5
奔驰,3,2023款,奔驰E级PHEV,2716,2023,E 350 e L 运动轿车,77776,52.23万,45.50万,52.23万,2023/1/5
奔驰,3,2022款,奔驰E级PHEV,2716,2022,三次改款 E 350 e L 轿车,75081,52.03万,47.43万,52.03万,2023/1/5
奔驰,3,2022款,奔驰E级PHEV,2716,2022,三次改款 E 350 e L 运动轿车,75082,52.03万,47.70万,52.03万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,二次改款 E 350 e L 轿车,73022,51.76万,45.70万,51.76万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,二次改款 E 350 e L 运动轿车,73023,51.76万,暂无报价,51.76万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,改款 E 350 e L 轿车,59053,51.83万,47.40万,51.83万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,改款 E 350 e L 运动轿车,59054,51.83万,49.13万,51.83万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,E 350 e L 运动轿车,58363,52.19万,50.72万,52.19万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2022,E 350 e L 轿车,58364,52.19万,49.00万,52.19万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2021,E 350 e L 运动轿车,52936,52.19万,51.27万,52.19万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2021,E 350 e L 轿车,53098,52.19万,50.86万,52.19万,2023/1/5
奔驰,3,停售,奔驰E级PHEV,2716,2019,E 300 e L,41537,50.98万,49.47万,50.98万,2023/1/5
大众,1,在售,帕萨特PHEV,2989,2023,430PHEV 混动精英版,78216,23.32万,暂无报价,23.315万,2023/1/5
大众,1,在售,帕萨特PHEV,2989,2023,430PHEV 混动豪华版,78217,24.21万,暂无报价,24.215万,2023/1/5
大众,1,在售,帕萨特PHEV,2989,2022,430PHEV 混动精英版,55865,23.32万,20.50万,23.315万,2023/1/5
大众,1,在售,帕萨特PHEV,2989,2022,430PHEV 混动豪华版,55866,24.21万,21.71万,24.215万,2023/1/5
大众,1,2023款,帕萨特PHEV,2989,2023,430PHEV 混动精英版,78216,23.32万,暂无报价,23.315万,2023/1/5
大众,1,2023款,帕萨特PHEV,2989,2023,430PHEV 混动豪华版,78217,24.21万,暂无报价,24.215万,2023/1/5
大众,1,2022款,帕萨特PHEV,2989,2022,430PHEV 混动精英版,55865,23.32万,20.50万,23.315万,2023/1/5
大众,1,2022款,帕萨特PHEV,2989,2022,430PHEV 混动豪华版,55866,24.21万,21.71万,24.215万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2022,430PHEV 混动商务版,55864,21.39万,16.80万,21.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动精英版 国V,42838,24.39万,22.00万,24.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动精英版 国VI,42839,24.39万,21.00万,24.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动精英版,51532,24.39万,19.97万,24.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动豪华版 国V,42840,25.39万,21.66万,25.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动豪华版 国VI,42841,25.39万,22.61万,25.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2020,430PHEV 混动豪华版,49592,25.39万,20.44万,25.39万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2019,430PHEV 混动精英版,33772,27.69万,23.34万,27.69万,2023/1/5
大众,1,停售,帕萨特PHEV,2989,2019,430PHEV 混动豪华版,32472,28.69万,24.04万,28.69万,2023/1/5
奇瑞,18,在售,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 都市e+,60486,15.58万,14.13万,15.58万,2023/1/5
奇瑞,18,在售,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 风范e+,60487,16.88万,15.88万,16.88万,2023/1/5
奇瑞,18,在售,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 舒享e+,73155,17.18万,17.18万,17.18万,2023/1/5
奇瑞,18,2022款,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 都市e+,60486,15.58万,14.13万,15.58万,2023/1/5
奇瑞,18,2022款,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 风范e+,60487,16.88万,15.88万,16.88万,2023/1/5
奇瑞,18,2022款,瑞虎8 PLUS鲲鹏e+,5001,2022,1.5T 舒享e+,73155,17.18万,17.18万,17.18万,2023/1/5
长安欧尚,119,在售,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰型,74664,15.58万,15.63万,15.58万,2023/1/5
长安欧尚,119,在售,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰PLUS,74665,16.58万,16.52万,16.58万,2023/1/5
长安欧尚,119,在售,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰PLUS智慧泊车版,74666,17.58万,17.18万,17.58万,2023/1/5
长安欧尚,119,2022款,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰型,74664,15.58万,15.63万,15.58万,2023/1/5
长安欧尚,119,2022款,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰PLUS,74665,16.58万,16.52万,16.58万,2023/1/5
长安欧尚,119,2022款,长安欧尚Z6 iDD,5857,2022,蓝鲸iDD 150KM旗舰PLUS智慧泊车版,74666,17.58万,17.18万,17.58万,2023/1/5
大众,1,在售,途观L PHEV,3001,2023,430PHEV 插电混动尊贵版,77402,26.11万,暂无报价,26.105万,2023/1/5
大众,1,在售,途观L PHEV,3001,2023,430PHEV 插电混动旗舰版,77403,27.20万,24.51万,27.205万,2023/1/5
大众,1,2023款,途观L PHEV,3001,2023,430PHEV 插电混动尊贵版,77402,26.11万,暂无报价,26.105万,2023/1/5
大众,1,2023款,途观L PHEV,3001,2023,430PHEV 插电混动旗舰版,77403,27.20万,24.51万,27.205万,2023/1/5
大众,1,停售,途观L PHEV,3001,2022,430PHEV 插电混动尊贵版,55906,26.11万,23.21万,26.11万,2023/1/5
大众,1,停售,途观L PHEV,3001,2022,430PHEV 插电混动旗舰版,55907,27.20万,24.47万,27.20万,2023/1/5
大众,1,停售,途观L PHEV,3001,2021,1.4T 插电混动尊贵版,49325,26.58万,24.48万,26.58万,2023/1/5
大众,1,停售,途观L PHEV,3001,2021,1.4T 插电混动旗舰版,49326,27.58万,23.41万,27.58万,2023/1/5
大众,1,停售,途观L PHEV,3001,2020,430PHEV 插电混动尊贵版,44986,26.58万,23.19万,26.58万,2023/1/5
大众,1,停售,途观L PHEV,3001,2020,430PHEV 插电混动旗舰版,44985,27.58万,23.49万,27.58万,2023/1/5
大众,1,停售,途观L PHEV,3001,2019,430PHEV 混动豪华版,33218,31.58万,29.00万,31.58万,2023/1/5
大众,1,停售,途观L PHEV,3001,2019,430PHEV 混动旗舰版,32581,32.58万,27.96万,32.58万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 2.9T,73874,119.30万,暂无报价,119.30万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid Sport Turismo 2.9T,73880,129.00万,暂无报价,129.00万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 铂金版 2.9T,77715,130.70万,暂无报价,130.70万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 行政加长版 2.9T,73876,132.30万,暂无报价,132.30万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 行政加长铂金版 2.9T,77716,136.00万,暂无报价,136.00万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera 4S E-Hybrid Sport Turismo 2.9T,73883,150.30万,暂无报价,150.30万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera 4S E-Hybrid 行政加长版 2.9T,73878,159.60万,165.00万,159.60万,2023/1/5
保时捷,20,在售,Panamera E-Hybrid,153,2023,Panamera Turbo S E-Hybrid 行政加长版 4.0T,73884,250.10万,暂无报价,250.10万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 2.9T,73874,119.30万,暂无报价,119.30万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid Sport Turismo 2.9T,73880,129.00万,暂无报价,129.00万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 铂金版 2.9T,77715,130.70万,暂无报价,130.70万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 行政加长版 2.9T,73876,132.30万,暂无报价,132.30万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 行政加长铂金版 2.9T,77716,136.00万,暂无报价,136.00万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera 4S E-Hybrid Sport Turismo 2.9T,73883,150.30万,暂无报价,150.30万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera 4S E-Hybrid 行政加长版 2.9T,73878,159.60万,165.00万,159.60万,2023/1/5
保时捷,20,2023款,Panamera E-Hybrid,153,2023,Panamera Turbo S E-Hybrid 行政加长版 4.0T,73884,250.10万,暂无报价,250.10万,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 2.9T,77735,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid Sport Turismo 2.9T,77736,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera 4 E-Hybrid 行政加长版 2.9T,77737,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera 4S E-Hybrid Sport Turismo 2.9T,77738,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera 4S E-Hybrid 行政加长版 2.9T,77739,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,即将上市,Panamera E-Hybrid,153,2023,改款 Panamera Turbo S E-Hybrid 行政加长版 4.0T,77740,暂无报价,暂无报价,暂无报价,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 铂金版 2.9T,73875,132.30万,119.00万,132.30万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2023,Panamera 4 E-Hybrid 行政加长铂金版 2.9T,73877,137.60万,暂无报价,137.60万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4 E-Hybrid 2.9T,73321,116.80万,117.00万,116.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4 E-Hybrid Sport Turismo 2.9T,73323,126.50万,暂无报价,126.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4 E-Hybrid 铂金版 2.9T,58145,129.80万,暂无报价,129.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4 E-Hybrid 行政加长版 2.9T,73322,130.50万,暂无报价,130.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4 E-Hybrid 行政加长铂金版 2.9T,58146,135.80万,暂无报价,135.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4S E-Hybrid Sport Turismo 2.9T,73325,147.80万,暂无报价,147.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2022,Panamera 4S E-Hybrid 行政加长版 2.9T,73324,157.80万,暂无报价,157.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera 4 E-Hybrid 2.9T,49455,116.80万,137.30万,116.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera 4 E-Hybrid Sport Turismo 2.9T,49445,126.50万,暂无报价,126.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera 4 E-Hybrid 行政加长版 2.9T,49456,130.50万,143.00万,130.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera 4S E-Hybrid Sport Turismo 2.9T,47941,147.80万,暂无报价,147.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera 4S E-Hybrid 行政加长版 2.9T,47943,157.80万,180.00万,157.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2021,Panamera Turbo S E-Hybrid 行政加长版 4.0T,49461,248.30万,暂无报价,248.30万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2018,Panamera 4 E-Hybrid 2.9T,31039,116.80万,111.31万,116.80万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2018,Panamera Turbo S E-Hybrid Sport Turismo 4.0T,29518,238.50万,231.20万,238.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2017,Panamera 4 E-Hybrid Sport Turismo 2.9T,21817,126.50万,133.78万,126.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2017,Panamera 4 E-Hybrid 行政加长版 2.9T,2444,130.50万,124.21万,130.50万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2017,Panamera Turbo S E-Hybrid 行政加长版 4.0T,2445,248.30万,240.88万,248.30万,2023/1/5
保时捷,20,停售,Panamera E-Hybrid,153,2014,Panamera S E-Hybrid 3.0T,2446,147.50万,暂无报价,147.50万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2023,Remix Pro,77892,16.68万,16.44万,16.68万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2023,Remix Hero,77495,17.18万,17.13万,17.18万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2023,Remix Shero,77985,17.18万,12.60万,17.18万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2022,Shero粉色特别版,72411,17.28万,16.21万,17.28万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2021,84KM续航版 Lite,56616,15.78万,15.59万,15.78万,2023/1/5
领克,174,在售,领克06 PHEV,4340,2021,84KM续航版 Pro,56617,16.78万,15.52万,16.78万,2023/1/5
领克,174,2023款,领克06 PHEV,4340,2023,Remix Pro,77892,16.68万,16.44万,16.68万,2023/1/5
领克,174,2023款,领克06 PHEV,4340,2023,Remix Hero,77495,17.18万,17.13万,17.18万,2023/1/5
领克,174,2023款,领克06 PHEV,4340,2023,Remix Shero,77985,17.18万,12.60万,17.18万,2023/1/5
领克,174,2022款,领克06 PHEV,4340,2022,Shero粉色特别版,72411,17.28万,16.21万,17.28万,2023/1/5
领克,174,2021款,领克06 PHEV,4340,2021,84KM续航版 Lite,56616,15.78万,15.59万,15.78万,2023/1/5
领克,174,2021款,领克06 PHEV,4340,2021,84KM续航版 Pro,56617,16.78万,15.52万,16.78万,2023/1/5
领克,174,即将上市,领克06 PHEV,4340,2023,Remix Lite,77972,暂无报价,暂无报价,暂无报价,2023/1/5
领克,174,停售,领克06 PHEV,4340,2020,Plus,42862,15.86万,14.97万,15.86万,2023/1/5
沃尔沃,24,在售,沃尔沃S90 RECHARGE,2937,2023,T8 四驱长续航智逸豪华版,75411,49.99万,39.58万,49.99万,2023/1/5
沃尔沃,24,在售,沃尔沃S90 RECHARGE,2937,2023,T8 四驱长续航智雅豪华版,75412,61.39万,47.61万,61.39万,2023/1/5
沃尔沃,24,在售,沃尔沃S90 RECHARGE,2937,2022,改款 T8 E驱混动 智逸豪华版,60532,49.99万,38.78万,49.99万,2023/1/5
沃尔沃,24,在售,沃尔沃S90 RECHARGE,2937,2022,改款 T8 E驱混动 智雅豪华版,60533,61.39万,48.11万,61.39万,2023/1/5
沃尔沃,24,2023款,沃尔沃S90 RECHARGE,2937,2023,T8 四驱长续航智逸豪华版,75411,49.99万,39.58万,49.99万,2023/1/5
沃尔沃,24,2023款,沃尔沃S90 RECHARGE,2937,2023,T8 四驱长续航智雅豪华版,75412,61.39万,47.61万,61.39万,2023/1/5
沃尔沃,24,2022款,沃尔沃S90 RECHARGE,2937,2022,改款 T8 E驱混动 智逸豪华版,60532,49.99万,38.78万,49.99万,2023/1/5
沃尔沃,24,2022款,沃尔沃S90 RECHARGE,2937,2022,改款 T8 E驱混动 智雅豪华版,60533,61.39万,48.11万,61.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2022,T8 E驱混动 智逸豪华版,54663,49.99万,39.03万,49.99万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2022,T8 E驱混动 智雅豪华版,54664,61.39万,46.44万,61.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2021,T8 E驱混动 智逸豪华版,47595,49.99万,38.94万,49.99万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2021,T8 E驱混动 智雅豪华版,47596,61.39万,47.26万,61.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2020,2.0T T8 E驱混动 智逸豪华版,39719,49.99万,38.97万,49.99万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2020,改款 2.0T T8 E驱混动 智逸豪华版,46387,49.99万,36.00万,49.99万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2020,2.0T T8 E驱混动 智雅豪华版,39720,61.39万,59.85万,61.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2020,改款 2.0T T8 E驱混动 智雅豪华版,46388,61.39万,暂无报价,61.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 荣誉版 4座 国V,31361,104.39万,101.00万,104.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 荣誉版 3座 国VI,31362,104.39万,99.20万,104.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 荣誉版 4座 国VI,42805,104.39万,暂无报价,104.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 荣誉版 3座 国V,42806,104.39万,99.23万,104.39万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 智雅版 国VI,31364,57.59万,58.67万,57.59万,2023/1/5
沃尔沃,24,停售,沃尔沃S90 RECHARGE,2937,2019,T8 E驱混动 智雅版 国V,43906,57.59万,暂无报价,57.59万,2023/1/5
领克,174,在售,领克01 PHEV,2883,2023,1.5TD EM-P AM,76133,19.98万,21.10万,19.98万,2023/1/5
